gene_id,Toxin_Nontoxin,Toxin_Class,Icenc-SB0587.genes.results
Icenc-SB0587_Prolyl4Hyda2_Icenc-SB0587,Nontoxin,Nontoxin,4.72
Icenc-SB0587_Prolyl-tRNA1_Icenc-SB0587,Nontoxin,Nontoxin,13.79
Icenc-SB0587_Proliferation2G4_Icenc-SB0587,Nontoxin,Nontoxin,391.74
Icenc-SB0587_Prolactin_Icenc-SB0587,Nontoxin,Nontoxin,99.18
Icenc-SB0587_Prohibitin2_Icenc-SB0587,Nontoxin,Nontoxin,91.75
Icenc-SB0587_Prohibitin_Icenc-SB0587,Nontoxin,Nontoxin,172.73
Icenc-SB0587_ProgIndBlk1_Icenc-SB0587,Nontoxin,Nontoxin,8.58
Icenc-SB0587_Profilin2_Icenc-SB0587,Nontoxin,Nontoxin,30.75
Icenc-SB0587_Profilin1_Icenc-SB0587,Nontoxin,Nontoxin,369.58
Icenc-SB0587_Presenilin2_Icenc-SB0587,Nontoxin,Nontoxin,85.82
Icenc-SB0587_Presenilin1_Icenc-SB0587,Nontoxin,Nontoxin,8.73
Icenc-SB0587_premrnaSF19_Icenc-SB0587,Nontoxin,Nontoxin,85.42
Icenc-SB0587_PRELI_Icenc-SB0587,Nontoxin,Nontoxin,333.62
Icenc-SB0587_PrelaminARecognition1_Icenc-SB0587,Nontoxin,Nontoxin,5.75
Icenc-SB0587_Prefoldin6_Icenc-SB0587,Nontoxin,Nontoxin,212.5
Icenc-SB0587_Prefoldin5_Icenc-SB0587,Nontoxin,Nontoxin,1277.73
Icenc-SB0587_Prefoldin4_Icenc-SB0587,Nontoxin,Nontoxin,191.05
Icenc-SB0587_Prefoldin1_Icenc-SB0587,Nontoxin,Nontoxin,319.41
Icenc-SB0587_Pre-mRNASplicingReg-WTAP_Icenc-SB0587,Nontoxin,Nontoxin,76.64
Icenc-SB0587_pre-mRNAp14_Icenc-SB0587,Nontoxin,Nontoxin,185.05
Icenc-SB0587_PRA1-3_Icenc-SB0587,Nontoxin,Nontoxin,235.24
Icenc-SB0587_PPoly1_Icenc-SB0587,Nontoxin,Nontoxin,17.35
Icenc-SB0587_ppNAGAT11_Icenc-SB0587,Nontoxin,Nontoxin,10.11
Icenc-SB0587_PPCTIE_Icenc-SB0587,Nontoxin,Nontoxin,68.63
Icenc-SB0587_PPCTI-H_Icenc-SB0587,Nontoxin,Nontoxin,135.18
Icenc-SB0587_PPCTI-FKBP8_Icenc-SB0587,Nontoxin,Nontoxin,75.28
Icenc-SB0587_PPCTI-FKBP1B_Icenc-SB0587,Nontoxin,Nontoxin,7.27
Icenc-SB0587_PPCTI-FKBP1A_Icenc-SB0587,Nontoxin,Nontoxin,410.27
Icenc-SB0587_PPCTI-A_Icenc-SB0587,Nontoxin,Nontoxin,2848.63
Icenc-SB0587_PPAR-g1_Icenc-SB0587,Nontoxin,Nontoxin,70.56
Icenc-SB0587_PP2A-b_Icenc-SB0587,Nontoxin,Nontoxin,66.93
Icenc-SB0587_PP-1B_Icenc-SB0587,Nontoxin,Nontoxin,20.51
Icenc-SB0587_PP-1A_Icenc-SB0587,Nontoxin,Nontoxin,35.78
Icenc-SB0587_POUOct_Icenc-SB0587,Nontoxin,Nontoxin,125.45
Icenc-SB0587_PolypyrimidineTractBinding2-6_Icenc-SB0587,Nontoxin,Nontoxin,10.77
Icenc-SB0587_PolypyrimidineBinding1_Icenc-SB0587,Nontoxin,Nontoxin,10.2
Icenc-SB0587_polyhenic2b_Icenc-SB0587,Nontoxin,Nontoxin,31.77
Icenc-SB0587_PolyglutamineBinding1_Icenc-SB0587,Nontoxin,Nontoxin,32.51
Icenc-SB0587_polycombRING1_Icenc-SB0587,Nontoxin,Nontoxin,23.34
Icenc-SB0587_PolycombBMI-2_Icenc-SB0587,Nontoxin,Nontoxin,20.79
Icenc-SB0587_PolyARnaPolGLD2_Icenc-SB0587,Nontoxin,Nontoxin,12.94
Icenc-SB0587_PolyAPol-a_Icenc-SB0587,Nontoxin,Nontoxin,26.47
Icenc-SB0587_PolyABindingInt2_Icenc-SB0587,Nontoxin,Nontoxin,72.19
Icenc-SB0587_PolyABinding2B_Icenc-SB0587,Nontoxin,Nontoxin,190.88
Icenc-SB0587_PolyABinding1_Icenc-SB0587,Nontoxin,Nontoxin,2893.66
Icenc-SB0587_poly-rC-2_Icenc-SB0587,Nontoxin,Nontoxin,753.91
Icenc-SB0587_PolITRF_Icenc-SB0587,Nontoxin,Nontoxin,30.18
Icenc-SB0587_PolDeltInt3_Icenc-SB0587,Nontoxin,Nontoxin,28.08
Icenc-SB0587_PMP34_Icenc-SB0587,Nontoxin,Nontoxin,45.44
Icenc-SB0587_PMP-4_Icenc-SB0587,Nontoxin,Nontoxin,60.94
Icenc-SB0587_PMP-22_Icenc-SB0587,Nontoxin,Nontoxin,205.01
Icenc-SB0587_PLIOMethyltransferase_Icenc-SB0587,Nontoxin,Nontoxin,141.21
Icenc-SB0587_PleckstrinJ1_Icenc-SB0587,Nontoxin,Nontoxin,87.44
Icenc-SB0587_Pleckstrin1_Icenc-SB0587,Nontoxin,Nontoxin,28.97
Icenc-SB0587_Pleckstrin-F1_Icenc-SB0587,Nontoxin,Nontoxin,8.8
Icenc-SB0587_Pleckstrin-B2_Icenc-SB0587,Nontoxin,Nontoxin,105.75
Icenc-SB0587_Pleckstrin-A8_Icenc-SB0587,Nontoxin,Nontoxin,34.01
Icenc-SB0587_pleckstrin-2_Icenc-SB0587,Nontoxin,Nontoxin,18.91
Icenc-SB0587_PleckMRUN1_Icenc-SB0587,Nontoxin,Nontoxin,10.61
Icenc-SB0587_PleckF2_Icenc-SB0587,Nontoxin,Nontoxin,9.72
Icenc-SB0587_pleckA2_Icenc-SB0587,Nontoxin,Nontoxin,364.16
Icenc-SB0587_PLD3_Icenc-SB0587,Nontoxin,Nontoxin,48.27
Icenc-SB0587_Plastin3_Icenc-SB0587,Nontoxin,Nontoxin,35.92
Icenc-SB0587_plasmolipin_Icenc-SB0587,Nontoxin,Nontoxin,5.37
Icenc-SB0587_PlasmaFucosidase_Icenc-SB0587,Nontoxin,Nontoxin,14.52
Icenc-SB0587_PKHD_Icenc-SB0587,Nontoxin,Nontoxin,14.99
Icenc-SB0587_PituitaryHOX_Icenc-SB0587,Nontoxin,Nontoxin,108.75
Icenc-SB0587_PITransfer-a_Icenc-SB0587,Nontoxin,Nontoxin,110.7
Icenc-SB0587_PITH_Icenc-SB0587,Nontoxin,Nontoxin,55.63
Icenc-SB0587_PINAGT-Y_Icenc-SB0587,Nontoxin,Nontoxin,176.29
Icenc-SB0587_PIDPKin1_Icenc-SB0587,Nontoxin,Nontoxin,39.27
Icenc-SB0587_phosphotriesterase_Icenc-SB0587,Nontoxin,Nontoxin,6.28
Icenc-SB0587_PhosphoserinePhosphatase_Icenc-SB0587,Nontoxin,Nontoxin,47.3
Icenc-SB0587_PhosphoSerAminotransferase_Icenc-SB0587,Nontoxin,Nontoxin,16.59
Icenc-SB0587_Phosphoribosyltransferase_Icenc-SB0587,Nontoxin,Nontoxin,60.01
Icenc-SB0587_PhosphohistPP_Icenc-SB0587,Nontoxin,Nontoxin,12.34
Icenc-SB0587_PhosphohistidineP_Icenc-SB0587,Nontoxin,Nontoxin,155.51
Icenc-SB0587_PhosphoglycerateKin1_Icenc-SB0587,Nontoxin,Nontoxin,418.25
Icenc-SB0587_Phosphoglucomutase1_Icenc-SB0587,Nontoxin,Nontoxin,48.39
Icenc-SB0587_PhosphofructokinFrucBiP4_Icenc-SB0587,Nontoxin,Nontoxin,20.52
Icenc-SB0587_Phosphofructokinase_Icenc-SB0587,Nontoxin,Nontoxin,13.53
Icenc-SB0587_PhosphoacetylglucosamineMutase_Icenc-SB0587,Nontoxin,Nontoxin,9.71
Icenc-SB0587_PHOSPHO2_Icenc-SB0587,Nontoxin,Nontoxin,20.96
Icenc-SB0587_PhosphatidylNtransP_Icenc-SB0587,Nontoxin,Nontoxin,21.61
Icenc-SB0587_PhosphatidateCytidylyltransferase-1_Icenc-SB0587,Nontoxin,Nontoxin,15.28
Icenc-SB0587_PhosphateCarrier_Icenc-SB0587,Nontoxin,Nontoxin,2871.9
Icenc-SB0587_Phosphatase1G_Icenc-SB0587,Nontoxin,Nontoxin,91.84
Icenc-SB0587_PhosGlycBioF_Icenc-SB0587,Nontoxin,Nontoxin,43.5
Icenc-SB0587_Phosducin3_Icenc-SB0587,Nontoxin,Nontoxin,82.12
Icenc-SB0587_Phos3KinSubG_Icenc-SB0587,Nontoxin,Nontoxin,9.94
Icenc-SB0587_Phos2B_Icenc-SB0587,Nontoxin,Nontoxin,29.55
Icenc-SB0587_Phenylalanyl-tRNASyn-b_Icenc-SB0587,Nontoxin,Nontoxin,28.88
Icenc-SB0587_Phenylalanyl-tRNASyn-a_Icenc-SB0587,Nontoxin,Nontoxin,44.38
Icenc-SB0587_Phenylalanyl-tRNASyn_Icenc-SB0587,Nontoxin,Nontoxin,10.42
Icenc-SB0587_PGMutase1_Icenc-SB0587,Nontoxin,Nontoxin,224.53
Icenc-SB0587_PGaAMIso2_Icenc-SB0587,Nontoxin,Nontoxin,35.94
Icenc-SB0587_PEthBind1_Icenc-SB0587,Nontoxin,Nontoxin,168.1
Icenc-SB0587_PEST_Icenc-SB0587,Nontoxin,Nontoxin,124.44
Icenc-SB0587_PeroxisomeBiogenesis2_Icenc-SB0587,Nontoxin,Nontoxin,19.52
Icenc-SB0587_PeroxisomeAssembly-12_Icenc-SB0587,Nontoxin,Nontoxin,4.42
Icenc-SB0587_Peroxisome-d_Icenc-SB0587,Nontoxin,Nontoxin,5.64
Icenc-SB0587_PeroxisomalMembranePro-PEX13_Icenc-SB0587,Nontoxin,Nontoxin,8.02
Icenc-SB0587_PeroxisomalMembrane-PEX14_Icenc-SB0587,Nontoxin,Nontoxin,39.85
Icenc-SB0587_PeroxisomalIsom_Icenc-SB0587,Nontoxin,Nontoxin,21.9
Icenc-SB0587_PeroxisomalBiogen3_Icenc-SB0587,Nontoxin,Nontoxin,55.09
Icenc-SB0587_Peroxisomal2_Icenc-SB0587,Nontoxin,Nontoxin,28.52
Icenc-SB0587_Peroxiredoxin6_Icenc-SB0587,Nontoxin,Nontoxin,501.65
Icenc-SB0587_Peroxiredoxin1_Icenc-SB0587,Nontoxin,Nontoxin,160.83
Icenc-SB0587_Peroxiredoxin-2_Icenc-SB0587,Nontoxin,Nontoxin,14.31
Icenc-SB0587_PeroxideReductase_Icenc-SB0587,Nontoxin,Nontoxin,102.19
Icenc-SB0587_PeriodicTrp1_Icenc-SB0587,Nontoxin,Nontoxin,25.4
Icenc-SB0587_PerCoARed_Icenc-SB0587,Nontoxin,Nontoxin,17.74
Icenc-SB0587_PeptidylProlylIsomerase-FKBP14_Icenc-SB0587,Nontoxin,Nontoxin,117.75
Icenc-SB0587_Peptidyl-tRNAHydrolase2_Icenc-SB0587,Nontoxin,Nontoxin,23.76
Icenc-SB0587_PeptideChainRelease1_Icenc-SB0587,Nontoxin,Nontoxin,172.69
Icenc-SB0587_PeptidaseD_Icenc-SB0587,Nontoxin,Nontoxin,142.55
Icenc-SB0587_PepproCisIso2_Icenc-SB0587,Nontoxin,Nontoxin,9.06
Icenc-SB0587_PEN-2_Icenc-SB0587,Nontoxin,Nontoxin,227.52
Icenc-SB0587_PDZ11_Icenc-SB0587,Nontoxin,Nontoxin,36.01
Icenc-SB0587_PDZ-GIPC1_Icenc-SB0587,Nontoxin,Nontoxin,14.75
Icenc-SB0587_PDZ-3_Icenc-SB0587,Nontoxin,Nontoxin,70.89
Icenc-SB0587_PDIK1L_Icenc-SB0587,Nontoxin,Nontoxin,3.47
Icenc-SB0587_PDI-TMX3_Icenc-SB0587,Nontoxin,Nontoxin,32.71
Icenc-SB0587_PDI-A6_Icenc-SB0587,Nontoxin,Nontoxin,719.51
Icenc-SB0587_PDI-A5_Icenc-SB0587,Nontoxin,Nontoxin,100.24
Icenc-SB0587_PDI-A4_Icenc-SB0587,Nontoxin,Nontoxin,166.87
Icenc-SB0587_PDI_Icenc-SB0587,Nontoxin,Nontoxin,13684.37
Icenc-SB0587_PDHFinger6_Icenc-SB0587,Nontoxin,Nontoxin,14.5
Icenc-SB0587_PDHFinger-5A_Icenc-SB0587,Nontoxin,Nontoxin,69.72
Icenc-SB0587_PDE6_Ngen9586,Nontoxin,Nontoxin,47.33
Icenc-SB0587_PDE4_Ngen5627,Nontoxin,Nontoxin,20.23
Icenc-SB0587_PCI-2_Icenc-SB0587,Nontoxin,Nontoxin,17.42
Icenc-SB0587_PCCCPT2_Icenc-SB0587,Nontoxin,Nontoxin,5.36
Icenc-SB0587_PAXIP1-1-12_Icenc-SB0587,Nontoxin,Nontoxin,21.61
Icenc-SB0587_PARN_Icenc-SB0587,Nontoxin,Nontoxin,74.94
Icenc-SB0587_paraspeck1_Icenc-SB0587,Nontoxin,Nontoxin,17.05
Icenc-SB0587_Parafibromin_Icenc-SB0587,Nontoxin,Nontoxin,13.56
Icenc-SB0587_PantothenateKin3_Icenc-SB0587,Nontoxin,Nontoxin,13.83
Icenc-SB0587_Pancreatic_Icenc-SB0587,Nontoxin,Nontoxin,1792.22
Icenc-SB0587_palmdelphin_Icenc-SB0587,Nontoxin,Nontoxin,175.64
Icenc-SB0587_Pallidin_Icenc-SB0587,Nontoxin,Nontoxin,79.01
Icenc-SB0587_PACCerCholphosphotrans1_Icenc-SB0587,Nontoxin,Nontoxin,16.84
Icenc-SB0587_PAC2_Icenc-SB0587,Nontoxin,Nontoxin,31.69
Icenc-SB0587_P97VCP_Icenc-SB0587,Nontoxin,Nontoxin,240.3
Icenc-SB0587_P4H-a1_Icenc-SB0587,Nontoxin,Nontoxin,80.74
Icenc-SB0587_Oxysterol9_Icenc-SB0587,Nontoxin,Nontoxin,29.56
Icenc-SB0587_Oxidoreductase-HTATIP2_Icenc-SB0587,Nontoxin,Nontoxin,44.5
Icenc-SB0587_Oxidoreductase_Icenc-SB0587,Nontoxin,Nontoxin,44.96
Icenc-SB0587_OSTC_Icenc-SB0587,Nontoxin,Nontoxin,264.45
Icenc-SB0587_OrnithineTransport-1_Icenc-SB0587,Nontoxin,Nontoxin,72.27
Icenc-SB0587_OrnithineDecarb_Icenc-SB0587,Nontoxin,Nontoxin,184.69
Icenc-SB0587_OrnithinAminoTrans_Icenc-SB0587,Nontoxin,Nontoxin,298.86
Icenc-SB0587_ORM1-1_Icenc-SB0587,Nontoxin,Nontoxin,32.2
Icenc-SB0587_ORM1_Icenc-SB0587,Nontoxin,Nontoxin,33.73
Icenc-SB0587_OriginRecognition-4_Icenc-SB0587,Nontoxin,Nontoxin,50.2
Icenc-SB0587_OriginRec5_Icenc-SB0587,Nontoxin,Nontoxin,25.65
Icenc-SB0587_OriginRec3_Icenc-SB0587,Nontoxin,Nontoxin,12.7
Icenc-SB0587_OriginRec2_Icenc-SB0587,Nontoxin,Nontoxin,51.69
Icenc-SB0587_OralCanc1_Icenc-SB0587,Nontoxin,Nontoxin,12.66
Icenc-SB0587_OMethyltransferase_Icenc-SB0587,Nontoxin,Nontoxin,101.54
Icenc-SB0587_Olfactomedin3_Icenc-SB0587,Nontoxin,Nontoxin,11.59
Icenc-SB0587_ODR4_Icenc-SB0587,Nontoxin,Nontoxin,42.8
Icenc-SB0587_OddSkipped1_Icenc-SB0587,Nontoxin,Nontoxin,7.42
Icenc-SB0587_Occludin_Icenc-SB0587,Nontoxin,Nontoxin,14.69
Icenc-SB0587_Obg1_Icenc-SB0587,Nontoxin,Nontoxin,98.94
Icenc-SB0587_Nup93_Icenc-SB0587,Nontoxin,Nontoxin,34.55
Icenc-SB0587_Nup43_Icenc-SB0587,Nontoxin,Nontoxin,21.03
Icenc-SB0587_NUDT12_Icenc-SB0587,Nontoxin,Nontoxin,11.25
Icenc-SB0587_NudE_Icenc-SB0587,Nontoxin,Nontoxin,28.82
Icenc-SB0587_NudC3_Icenc-SB0587,Nontoxin,Nontoxin,23.73
Icenc-SB0587_NudC2_Icenc-SB0587,Nontoxin,Nontoxin,65.39
Icenc-SB0587_NucTFYbeta_Icenc-SB0587,Nontoxin,Nontoxin,50.51
Icenc-SB0587_NucRibonucleoproteinG_Icenc-SB0587,Nontoxin,Nontoxin,381
Icenc-SB0587_NucRec4A1_Icenc-SB0587,Nontoxin,Nontoxin,7.85
Icenc-SB0587_NucLoc4_Icenc-SB0587,Nontoxin,Nontoxin,20.5
Icenc-SB0587_Nucleosome1_Icenc-SB0587,Nontoxin,Nontoxin,439.6
Icenc-SB0587_NucleoporinSEH1_Icenc-SB0587,Nontoxin,Nontoxin,8.96
Icenc-SB0587_Nucleoporin107_Icenc-SB0587,Nontoxin,Nontoxin,34.42
Icenc-SB0587_Nucleoporin-Nup37_Icenc-SB0587,Nontoxin,Nontoxin,24.64
Icenc-SB0587_Nucleophosmin_Icenc-SB0587,Nontoxin,Nontoxin,300.97
Icenc-SB0587_NucleolysinTIAR_Icenc-SB0587,Nontoxin,Nontoxin,125.5
Icenc-SB0587_NucleolysinTIA_Icenc-SB0587,Nontoxin,Nontoxin,144.28
Icenc-SB0587_Nucleolar16_Icenc-SB0587,Nontoxin,Nontoxin,169.33
Icenc-SB0587_Nucleolar15-2_Icenc-SB0587,Nontoxin,Nontoxin,22.82
Icenc-SB0587_Nucleolar12-1_Icenc-SB0587,Nontoxin,Nontoxin,66.54
Icenc-SB0587_Nucleobindin2_Icenc-SB0587,Nontoxin,Nontoxin,24.64
Icenc-SB0587_NuclearReceptorBinding_Icenc-SB0587,Nontoxin,Nontoxin,61.78
Icenc-SB0587_NucGTP1_Icenc-SB0587,Nontoxin,Nontoxin,461.93
Icenc-SB0587_NucErythroid2_Icenc-SB0587,Nontoxin,Nontoxin,43.49
Icenc-SB0587_NucDPKin_Icenc-SB0587,Nontoxin,Nontoxin,3293.67
Icenc-SB0587_NucDistE1_Icenc-SB0587,Nontoxin,Nontoxin,13.24
Icenc-SB0587_NucCap2_Icenc-SB0587,Nontoxin,Nontoxin,79.95
Icenc-SB0587_NucAssembly1-4_Icenc-SB0587,Nontoxin,Nontoxin,106.47
Icenc-SB0587_nubp1A_Icenc-SB0587,Nontoxin,Nontoxin,122.42
Icenc-SB0587_Nu85_Icenc-SB0587,Nontoxin,Nontoxin,22.34
Icenc-SB0587_NTF2-2_Icenc-SB0587,Nontoxin,Nontoxin,67.21
Icenc-SB0587_NTF2-1_Icenc-SB0587,Nontoxin,Nontoxin,49.71
Icenc-SB0587_NSUN4_Icenc-SB0587,Nontoxin,Nontoxin,11.88
Icenc-SB0587_NSUN2_Icenc-SB0587,Nontoxin,Nontoxin,33.64
Icenc-SB0587_NSL-TP_Icenc-SB0587,Nontoxin,Nontoxin,96.11
Icenc-SB0587_NSFL1_Icenc-SB0587,Nontoxin,Nontoxin,40.91
Icenc-SB0587_NSFAttachment_Icenc-SB0587,Nontoxin,Nontoxin,48.54
Icenc-SB0587_NSF-attachment_Icenc-SB0587,Nontoxin,Nontoxin,55.53
Icenc-SB0587_NSA2_Icenc-SB0587,Nontoxin,Nontoxin,666.73
Icenc-SB0587_NS1A_Icenc-SB0587,Nontoxin,Nontoxin,66.61
Icenc-SB0587_NMD3_Icenc-SB0587,Nontoxin,Nontoxin,14.7
Icenc-SB0587_Njma-R1_Icenc-SB0587,Nontoxin,Nontoxin,18.41
Icenc-SB0587_NipSnap3A_Icenc-SB0587,Nontoxin,Nontoxin,36.49
Icenc-SB0587_NIP7_Icenc-SB0587,Nontoxin,Nontoxin,142.35
Icenc-SB0587_NIMA1_Icenc-SB0587,Nontoxin,Nontoxin,80.17
Icenc-SB0587_Nicolin1_Icenc-SB0587,Nontoxin,Nontoxin,4.35
Icenc-SB0587_Niban-1_Icenc-SB0587,Nontoxin,Nontoxin,18.45
Icenc-SB0587_NHP2_Icenc-SB0587,Nontoxin,Nontoxin,178.43
Icenc-SB0587_NFkBRas2_Icenc-SB0587,Nontoxin,Nontoxin,34.76
Icenc-SB0587_NexinGlia_Icenc-SB0587,Nontoxin,Nontoxin,7.09
Icenc-SB0587_Nexin8_Icenc-SB0587,Nontoxin,Nontoxin,9.84
Icenc-SB0587_Nexin6_Icenc-SB0587,Nontoxin,Nontoxin,136.12
Icenc-SB0587_Nexin3_Icenc-SB0587,Nontoxin,Nontoxin,66.03
Icenc-SB0587_Nexin2_Icenc-SB0587,Nontoxin,Nontoxin,98.88
Icenc-SB0587_Nexin16_Icenc-SB0587,Nontoxin,Nontoxin,17.04
Icenc-SB0587_Nexin12_Icenc-SB0587,Nontoxin,Nontoxin,129.3
Icenc-SB0587_Neuron-1_Icenc-SB0587,Nontoxin,Nontoxin,5.92
Icenc-SB0587_Neurocalcin-d_Icenc-SB0587,Nontoxin,Nontoxin,221.94
Icenc-SB0587_NegElongB_Icenc-SB0587,Nontoxin,Nontoxin,20.23
Icenc-SB0587_NEF-SIL1_Icenc-SB0587,Nontoxin,Nontoxin,270.32
Icenc-SB0587_NEDD8ub1_Icenc-SB0587,Nontoxin,Nontoxin,23.59
Icenc-SB0587_NEDD8E1_Icenc-SB0587,Nontoxin,Nontoxin,61.78
Icenc-SB0587_NEDD8-UBE2F_Icenc-SB0587,Nontoxin,Nontoxin,44.79
Icenc-SB0587_NEDD8-ubc12_Icenc-SB0587,Nontoxin,Nontoxin,93.78
Icenc-SB0587_NEDD1_Icenc-SB0587,Nontoxin,Nontoxin,13.22
Icenc-SB0587_NDUFV3_Icenc-SB0587,Nontoxin,Nontoxin,223.87
Icenc-SB0587_NDRG3_Icenc-SB0587,Nontoxin,Nontoxin,7.6
Icenc-SB0587_NDRG2_Icenc-SB0587,Nontoxin,Nontoxin,472.94
Icenc-SB0587_NDPKin7_Icenc-SB0587,Nontoxin,Nontoxin,12.58
Icenc-SB0587_NCK2_Icenc-SB0587,Nontoxin,Nontoxin,32.43
Icenc-SB0587_NatResMac2_Icenc-SB0587,Nontoxin,Nontoxin,10.37
Icenc-SB0587_NatC_Icenc-SB0587,Nontoxin,Nontoxin,111.76
Icenc-SB0587_NatA-10_Icenc-SB0587,Nontoxin,Nontoxin,213.61
Icenc-SB0587_Nascent-a_Icenc-SB0587,Nontoxin,Nontoxin,1446.32
Icenc-SB0587_NaKTransATPase-a1_Icenc-SB0587,Nontoxin,Nontoxin,1222.27
Icenc-SB0587_NaHExc8_Icenc-SB0587,Nontoxin,Nontoxin,16.59
Icenc-SB0587_NADPHP450_Icenc-SB0587,Nontoxin,Nontoxin,250.77
Icenc-SB0587_NADHOxidoRed75_Icenc-SB0587,Nontoxin,Nontoxin,118.03
Icenc-SB0587_NADHDehydroFlavoprotein_Icenc-SB0587,Nontoxin,Nontoxin,104.02
Icenc-SB0587_NADHDehydroFeS7_Icenc-SB0587,Nontoxin,Nontoxin,365.46
Icenc-SB0587_NADHDehydro5_Icenc-SB0587,Nontoxin,Nontoxin,148.34
Icenc-SB0587_NADHDehydro2_Icenc-SB0587,Nontoxin,Nontoxin,226.08
Icenc-SB0587_NADHDehydro-1C1_Icenc-SB0587,Nontoxin,Nontoxin,242.46
Icenc-SB0587_NADHDehydro-1b9_Icenc-SB0587,Nontoxin,Nontoxin,305.08
Icenc-SB0587_NADHDehydro-1b3_Icenc-SB0587,Nontoxin,Nontoxin,126.26
Icenc-SB0587_NADHDehydro-1b10_Icenc-SB0587,Nontoxin,Nontoxin,676.1
Icenc-SB0587_NADHDehydro-1b1_Icenc-SB0587,Nontoxin,Nontoxin,505.96
Icenc-SB0587_NADHDehydro-1a5_Icenc-SB0587,Nontoxin,Nontoxin,154.9
Icenc-SB0587_NADHDehydro-1a3_Icenc-SB0587,Nontoxin,Nontoxin,357.08
Icenc-SB0587_NADHDehydro-1a12_Icenc-SB0587,Nontoxin,Nontoxin,307.46
Icenc-SB0587_NADH-DH1a-7_Icenc-SB0587,Nontoxin,Nontoxin,108.25
Icenc-SB0587_NaBileCotransporter7A_Icenc-SB0587,Nontoxin,Nontoxin,18.97
Icenc-SB0587_NAB_Icenc-SB0587,Nontoxin,Nontoxin,374.26
Icenc-SB0587_NAATran3_Icenc-SB0587,Nontoxin,Nontoxin,53.27
Icenc-SB0587_NaAT-NatB_Icenc-SB0587,Nontoxin,Nontoxin,105.97
Icenc-SB0587_NaA25NatB_Icenc-SB0587,Nontoxin,Nontoxin,31.88
Icenc-SB0587_Na6pd_Icenc-SB0587,Nontoxin,Nontoxin,8.2
Icenc-SB0587_Na-K-TransportingATPase-b3_Icenc-SB0587,Nontoxin,Nontoxin,133.41
Icenc-SB0587_N6AdenosineMethyltransferase-70_Icenc-SB0587,Nontoxin,Nontoxin,16.35
Icenc-SB0587_N-acetylgalactosaminyltransferase-2_Icenc-SB0587,Nontoxin,Nontoxin,9.52
Icenc-SB0587_Myotub14_Icenc-SB0587,Nontoxin,Nontoxin,48.86
Icenc-SB0587_Myotub10_Icenc-SB0587,Nontoxin,Nontoxin,14.42
Icenc-SB0587_Myotrophin_Icenc-SB0587,Nontoxin,Nontoxin,111.74
Icenc-SB0587_MyosinRegLight2_Icenc-SB0587,Nontoxin,Nontoxin,784.61
Icenc-SB0587_MyosinLight9_Icenc-SB0587,Nontoxin,Nontoxin,37.1
Icenc-SB0587_MyosinLight6_Icenc-SB0587,Nontoxin,Nontoxin,654.35
Icenc-SB0587_Myosin-Ic_Icenc-SB0587,Nontoxin,Nontoxin,13.9
Icenc-SB0587_MyoEF2c1b_Icenc-SB0587,Nontoxin,Nontoxin,4.33
Icenc-SB0587_MyeLeuk2_Icenc-SB0587,Nontoxin,Nontoxin,43.42
Icenc-SB0587_MYCnucAnti_Icenc-SB0587,Nontoxin,Nontoxin,18.07
Icenc-SB0587_Myb1_Icenc-SB0587,Nontoxin,Nontoxin,72.71
Icenc-SB0587_Muted_Icenc-SB0587,Nontoxin,Nontoxin,7.51
Icenc-SB0587_MuscarinicAcetylcholineRec-M3_Icenc-SB0587,Nontoxin,Nontoxin,16.87
Icenc-SB0587_mUniquinone8_Icenc-SB0587,Nontoxin,Nontoxin,109.02
Icenc-SB0587_MultivesicularBody6_Icenc-SB0587,Nontoxin,Nontoxin,150.1
Icenc-SB0587_MultivesicularBody1b-1_Icenc-SB0587,Nontoxin,Nontoxin,118.56
Icenc-SB0587_MultivesicularBody-4b_Icenc-SB0587,Nontoxin,Nontoxin,43.74
Icenc-SB0587_MultivesicularBody-3_Icenc-SB0587,Nontoxin,Nontoxin,108.6
Icenc-SB0587_Multivesicular-2b_Icenc-SB0587,Nontoxin,Nontoxin,28.42
Icenc-SB0587_MTSG1346aa_Icenc-SB0587,Nontoxin,Nontoxin,16.05
Icenc-SB0587_MtRPEB3_Icenc-SB0587,Nontoxin,Nontoxin,20.14
Icenc-SB0587_mTranslocase-Tim17B_Icenc-SB0587,Nontoxin,Nontoxin,61.7
Icenc-SB0587_mTranslocase-Tim17A_Icenc-SB0587,Nontoxin,Nontoxin,23.02
Icenc-SB0587_mTOM40_Icenc-SB0587,Nontoxin,Nontoxin,62.38
Icenc-SB0587_mTIM21_Icenc-SB0587,Nontoxin,Nontoxin,14.8
Icenc-SB0587_mSulfideQuinoneOxidoreductase_Icenc-SB0587,Nontoxin,Nontoxin,41.33
Icenc-SB0587_mRpS9_Icenc-SB0587,Nontoxin,Nontoxin,42.64
Icenc-SB0587_mRpS6_Icenc-SB0587,Nontoxin,Nontoxin,78.99
Icenc-SB0587_mRpS34_Icenc-SB0587,Nontoxin,Nontoxin,29.22
Icenc-SB0587_mRpS31_Icenc-SB0587,Nontoxin,Nontoxin,25.95
Icenc-SB0587_mRpS27_Icenc-SB0587,Nontoxin,Nontoxin,19.74
Icenc-SB0587_mRpS21_Icenc-SB0587,Nontoxin,Nontoxin,161.06
Icenc-SB0587_mRpS18a_Icenc-SB0587,Nontoxin,Nontoxin,211.85
