gene_id,Toxin_Nontoxin,Toxin_Class,Icenc-SB0699.genes.results
Icenc-SB0699_Tm104_Icenc-SB0699,Nontoxin,Nontoxin,10.07
Icenc-SB0699_TIP41_Icenc-SB0699,Nontoxin,Nontoxin,22.45
Icenc-SB0699_Tim9_Icenc-SB0699,Nontoxin,Nontoxin,4.18
Icenc-SB0699_Tim23_Icenc-SB0699,Nontoxin,Nontoxin,107.62
Icenc-SB0699_TIM_Icenc-SB0699,Nontoxin,Nontoxin,164.73
Icenc-SB0699_TIF6_Icenc-SB0699,Nontoxin,Nontoxin,64.06
Icenc-SB0699_TIF5_Icenc-SB0699,Nontoxin,Nontoxin,373.97
Icenc-SB0699_TIF3-G_Icenc-SB0699,Nontoxin,Nontoxin,165.4
Icenc-SB0699_TIF2-3_Icenc-SB0699,Nontoxin,Nontoxin,144.02
Icenc-SB0699_TIF2-2_Icenc-SB0699,Nontoxin,Nontoxin,78.42
Icenc-SB0699_TIF1_Icenc-SB0699,Nontoxin,Nontoxin,624.19
Icenc-SB0699_TIF-TFIID-7_Icenc-SB0699,Nontoxin,Nontoxin,22.46
Icenc-SB0699_TIF-IIA2_Icenc-SB0699,Nontoxin,Nontoxin,196.91
Icenc-SB0699_TIF-elf2B-g_Icenc-SB0699,Nontoxin,Nontoxin,17.44
Icenc-SB0699_TIF-5A-2_Icenc-SB0699,Nontoxin,Nontoxin,22.68
Icenc-SB0699_TIF-5A-1_Icenc-SB0699,Nontoxin,Nontoxin,331.65
Icenc-SB0699_TIF-4E1_Icenc-SB0699,Nontoxin,Nontoxin,238.98
Icenc-SB0699_TIF-4AIII_Icenc-SB0699,Nontoxin,Nontoxin,59.23
Icenc-SB0699_TIF-3L_Icenc-SB0699,Nontoxin,Nontoxin,68.52
Icenc-SB0699_TIF-3K_Icenc-SB0699,Nontoxin,Nontoxin,295.79
Icenc-SB0699_TIF-3I_Icenc-SB0699,Nontoxin,Nontoxin,286.96
Icenc-SB0699_TIF-3E_Icenc-SB0699,Nontoxin,Nontoxin,296.95
Icenc-SB0699_TIF-3D_Icenc-SB0699,Nontoxin,Nontoxin,130.8
Icenc-SB0699_TIF-2D_Icenc-SB0699,Nontoxin,Nontoxin,13.85
Icenc-SB0699_TIF-2-1-1_Icenc-SB0699,Nontoxin,Nontoxin,37.82
Icenc-SB0699_TIF-1b_Icenc-SB0699,Nontoxin,Nontoxin,72.14
Icenc-SB0699_ThyTF1asc26_Icenc-SB0699,Nontoxin,Nontoxin,30.72
Icenc-SB0699_Thymosin-b15A_Icenc-SB0699,Nontoxin,Nontoxin,4480.07
Icenc-SB0699_thymidylateKin_Icenc-SB0699,Nontoxin,Nontoxin,3.13
Icenc-SB0699_Threonyl-tRNASyn_Icenc-SB0699,Nontoxin,Nontoxin,28.77
Icenc-SB0699_THO7_Icenc-SB0699,Nontoxin,Nontoxin,41.64
Icenc-SB0699_THO5_Icenc-SB0699,Nontoxin,Nontoxin,31.87
Icenc-SB0699_THO-1_Icenc-SB0699,Nontoxin,Nontoxin,5.61
Icenc-SB0699_ThioSMet_Icenc-SB0699,Nontoxin,Nontoxin,37.89
Icenc-SB0699_ThioredoxinReductase3_Icenc-SB0699,Nontoxin,Nontoxin,19.8
Icenc-SB0699_Thioredoxin9_Icenc-SB0699,Nontoxin,Nontoxin,44.98
Icenc-SB0699_Thioredoxin4A_Icenc-SB0699,Nontoxin,Nontoxin,19.43
Icenc-SB0699_Thioredoxin17_Icenc-SB0699,Nontoxin,Nontoxin,69.76
Icenc-SB0699_Thioredoxin-2_Icenc-SB0699,Nontoxin,Nontoxin,17.57
Icenc-SB0699_Thioredoxin-1_Icenc-SB0699,Nontoxin,Nontoxin,2207.72
Icenc-SB0699_TGFBegr_Icenc-SB0699,Nontoxin,Nontoxin,11.26
Icenc-SB0699_TFMafF_Icenc-SB0699,Nontoxin,Nontoxin,12.79
Icenc-SB0699_TFIIH-XPB_Icenc-SB0699,Nontoxin,Nontoxin,7.87
Icenc-SB0699_TFIIE1_Icenc-SB0699,Nontoxin,Nontoxin,6.02
Icenc-SB0699_TFIID12_Icenc-SB0699,Nontoxin,Nontoxin,20.39
Icenc-SB0699_TF-Y-g1_Icenc-SB0699,Nontoxin,Nontoxin,31.31
Icenc-SB0699_TF-SOX10_Icenc-SB0699,Nontoxin,Nontoxin,12.66
Icenc-SB0699_TF-SAM-Ets_Icenc-SB0699,Nontoxin,Nontoxin,60.72
Icenc-SB0699_TF-LIM-LMO4_Icenc-SB0699,Nontoxin,Nontoxin,38.75
Icenc-SB0699_TF-IIH-5_Icenc-SB0699,Nontoxin,Nontoxin,22.02
Icenc-SB0699_TF-IIF2_Icenc-SB0699,Nontoxin,Nontoxin,25.66
Icenc-SB0699_TF-IIE-2_Icenc-SB0699,Nontoxin,Nontoxin,21.61
Icenc-SB0699_TF-E3_Icenc-SB0699,Nontoxin,Nontoxin,8.02
Icenc-SB0699_TF-Dp1_Icenc-SB0699,Nontoxin,Nontoxin,13.53
Icenc-SB0699_TF-BTF3-2_Icenc-SB0699,Nontoxin,Nontoxin,315.31
Icenc-SB0699_TF-BTF3-1_Icenc-SB0699,Nontoxin,Nontoxin,173.33
Icenc-SB0699_TF-ATF4_Icenc-SB0699,Nontoxin,Nontoxin,404.44
Icenc-SB0699_TF-ATF1_Icenc-SB0699,Nontoxin,Nontoxin,3.96
Icenc-SB0699_TF-AP-1_Icenc-SB0699,Nontoxin,Nontoxin,39.97
Icenc-SB0699_TF-a-globinCP2_Icenc-SB0699,Nontoxin,Nontoxin,5.25
Icenc-SB0699_TEX261_Icenc-SB0699,Nontoxin,Nontoxin,41.79
Icenc-SB0699_Tetratricopeptide35_Icenc-SB0699,Nontoxin,Nontoxin,55.62
Icenc-SB0699_Tetratricopeptide22_Icenc-SB0699,Nontoxin,Nontoxin,15.26
Icenc-SB0699_Tetratricopeptide15_Icenc-SB0699,Nontoxin,Nontoxin,8.26
Icenc-SB0699_Tetratricopeptide1_Icenc-SB0699,Nontoxin,Nontoxin,31.97
Icenc-SB0699_Tetraspanin6_Icenc-SB0699,Nontoxin,Nontoxin,9.63
Icenc-SB0699_Tetraspanin31_Icenc-SB0699,Nontoxin,Nontoxin,4.95
Icenc-SB0699_Tetraspanin3-2_Icenc-SB0699,Nontoxin,Nontoxin,204.76
Icenc-SB0699_Tetraspanin15_Icenc-SB0699,Nontoxin,Nontoxin,7.59
Icenc-SB0699_Tetraspanin14_Icenc-SB0699,Nontoxin,Nontoxin,21.09
Icenc-SB0699_Tetraspanin13_Icenc-SB0699,Nontoxin,Nontoxin,103.88
Icenc-SB0699_Tetraspanin-1_Icenc-SB0699,Nontoxin,Nontoxin,402.54
Icenc-SB0699_TetrahydrofolateSyn_Icenc-SB0699,Nontoxin,Nontoxin,14.2
Icenc-SB0699_Testin_Icenc-SB0699,Nontoxin,Nontoxin,21.44
Icenc-SB0699_Tescalcin_Icenc-SB0699,Nontoxin,Nontoxin,8.49
Icenc-SB0699_TERATPase_Icenc-SB0699,Nontoxin,Nontoxin,31.65
Icenc-SB0699_TEFB1_Icenc-SB0699,Nontoxin,Nontoxin,183.87
Icenc-SB0699_TCTP_Icenc-SB0699,Nontoxin,Nontoxin,4295.76
Icenc-SB0699_TComplex1g_Icenc-SB0699,Nontoxin,Nontoxin,84.16
Icenc-SB0699_TComplex1eta_Icenc-SB0699,Nontoxin,Nontoxin,95.44
Icenc-SB0699_TComplex1e_Icenc-SB0699,Nontoxin,Nontoxin,129.39
Icenc-SB0699_TComplex1a_Icenc-SB0699,Nontoxin,Nontoxin,95.91
Icenc-SB0699_TComplex1-z_Icenc-SB0699,Nontoxin,Nontoxin,83.59
Icenc-SB0699_TComplex-1d_Icenc-SB0699,Nontoxin,Nontoxin,99.8
Icenc-SB0699_Tcomp1theta_Icenc-SB0699,Nontoxin,Nontoxin,100.98
Icenc-SB0699_tcomp1b_Icenc-SB0699,Nontoxin,Nontoxin,84.9
Icenc-SB0699_TBC1fm7_Icenc-SB0699,Nontoxin,Nontoxin,14.11
Icenc-SB0699_TBC1fm22B_Icenc-SB0699,Nontoxin,Nontoxin,8.65
Icenc-SB0699_TBC1-17_Icenc-SB0699,Nontoxin,Nontoxin,15.22
Icenc-SB0699_TBC1-15_Icenc-SB0699,Nontoxin,Nontoxin,11.67
Icenc-SB0699_Tax1Binding-3_Icenc-SB0699,Nontoxin,Nontoxin,12.13
Icenc-SB0699_TATDN3_Icenc-SB0699,Nontoxin,Nontoxin,6.38
Icenc-SB0699_TATAbp_Icenc-SB0699,Nontoxin,Nontoxin,6
Icenc-SB0699_TargetingSignal-2_Icenc-SB0699,Nontoxin,Nontoxin,15.08
Icenc-SB0699_Tafazzin_Icenc-SB0699,Nontoxin,Nontoxin,8.75
Icenc-SB0699_SYS1_Icenc-SB0699,Nontoxin,Nontoxin,4.22
Icenc-SB0699_Syntenin1-1_Icenc-SB0699,Nontoxin,Nontoxin,71.27
Icenc-SB0699_SyntaxinBinding2_Icenc-SB0699,Nontoxin,Nontoxin,19.96
Icenc-SB0699_SyntaxinBinding-3_Icenc-SB0699,Nontoxin,Nontoxin,12.34
Icenc-SB0699_syntaxin8_Icenc-SB0699,Nontoxin,Nontoxin,32.49
Icenc-SB0699_Syntaxin5_Icenc-SB0699,Nontoxin,Nontoxin,26.99
Icenc-SB0699_Syntaxin4_Icenc-SB0699,Nontoxin,Nontoxin,4.56
Icenc-SB0699_Syntaxin12_Icenc-SB0699,Nontoxin,Nontoxin,22.12
Icenc-SB0699_SynembrynB_Icenc-SB0699,Nontoxin,Nontoxin,19.98
Icenc-SB0699_Syndecan4_Icenc-SB0699,Nontoxin,Nontoxin,45.96
Icenc-SB0699_Synaptojanin2_Icenc-SB0699,Nontoxin,Nontoxin,18.25
Icenc-SB0699_Synaptogyrin2_Icenc-SB0699,Nontoxin,Nontoxin,177.3
Icenc-SB0699_Synaptobrevin_Icenc-SB0699,Nontoxin,Nontoxin,13.55
Icenc-SB0699_SwitchAssoc-70_Icenc-SB0699,Nontoxin,Nontoxin,20.93
Icenc-SB0699_SWI41_Icenc-SB0699,Nontoxin,Nontoxin,17.07
Icenc-SB0699_SWI-SNFRegulator-E1_Icenc-SB0699,Nontoxin,Nontoxin,21.95
Icenc-SB0699_SWI-SNF-2_Icenc-SB0699,Nontoxin,Nontoxin,10.86
Icenc-SB0699_SWEET1_Icenc-SB0699,Nontoxin,Nontoxin,127.15
Icenc-SB0699_Surfeit4-1_Icenc-SB0699,Nontoxin,Nontoxin,73.79
Icenc-SB0699_SuppVarieg39_Icenc-SB0699,Nontoxin,Nontoxin,7.02
Icenc-SB0699_SuperoxideDismutaseMn_Icenc-SB0699,Nontoxin,Nontoxin,87.17
Icenc-SB0699_SUMO-UBC9-B_Icenc-SB0699,Nontoxin,Nontoxin,63.14
Icenc-SB0699_SulphoglucosamineSulphohydrolase_Icenc-SB0699,Nontoxin,Nontoxin,24.27
Icenc-SB0699_SulfurTransferase_Icenc-SB0699,Nontoxin,Nontoxin,36.64
Icenc-SB0699_Sulfotransferase6B1_Icenc-SB0699,Nontoxin,Nontoxin,71.92
Icenc-SB0699_Sulfotransferase1A1_Icenc-SB0699,Nontoxin,Nontoxin,72.75
Icenc-SB0699_Sulfatase2_Icenc-SB0699,Nontoxin,Nontoxin,9.01
Icenc-SB0699_Succinyltransferase_Icenc-SB0699,Nontoxin,Nontoxin,58.44
Icenc-SB0699_SuccinylCoALig-b_Icenc-SB0699,Nontoxin,Nontoxin,70.24
Icenc-SB0699_SuccCoALig_Icenc-SB0699,Nontoxin,Nontoxin,137.15
Icenc-SB0699_StromMemGTPase_Icenc-SB0699,Nontoxin,Nontoxin,30.77
Icenc-SB0699_StromalMembrane2-2_Icenc-SB0699,Nontoxin,Nontoxin,7.35
Icenc-SB0699_StressER1_Icenc-SB0699,Nontoxin,Nontoxin,1363.69
Icenc-SB0699_StessInduced1_Icenc-SB0699,Nontoxin,Nontoxin,54.94
Icenc-SB0699_SterolReductase_Icenc-SB0699,Nontoxin,Nontoxin,12.3
Icenc-SB0699_STE20-2_Icenc-SB0699,Nontoxin,Nontoxin,135.44
Icenc-SB0699_STE20-1_Icenc-SB0699,Nontoxin,Nontoxin,16.9
Icenc-SB0699_Stathmin_Icenc-SB0699,Nontoxin,Nontoxin,47.52
Icenc-SB0699_stAR3_Icenc-SB0699,Nontoxin,Nontoxin,20.81
Icenc-SB0699_SS182_Icenc-SB0699,Nontoxin,Nontoxin,72.3
Icenc-SB0699_SqualeneSyn_Icenc-SB0699,Nontoxin,Nontoxin,15.94
Icenc-SB0699_SPRYSOCS3_Icenc-SB0699,Nontoxin,Nontoxin,14.11
Icenc-SB0699_Sprouty1_Icenc-SB0699,Nontoxin,Nontoxin,14.11
Icenc-SB0699_Sprouty-2_Icenc-SB0699,Nontoxin,Nontoxin,10.15
Icenc-SB0699_Sprouty_Icenc-SB0699,Nontoxin,Nontoxin,8.88
Icenc-SB0699_Splicing3B-5_Icenc-SB0699,Nontoxin,Nontoxin,56.55
Icenc-SB0699_Spinster1_Icenc-SB0699,Nontoxin,Nontoxin,3.11
Icenc-SB0699_SpindlinZ_Icenc-SB0699,Nontoxin,Nontoxin,17.5
Icenc-SB0699_SpindleAssembly-MAD2B_Icenc-SB0699,Nontoxin,Nontoxin,12.6
Icenc-SB0699_Sphingosine1_Icenc-SB0699,Nontoxin,Nontoxin,13.75
Icenc-SB0699_SPhaseKin_Icenc-SB0699,Nontoxin,Nontoxin,200.48
Icenc-SB0699_SPF27_Icenc-SB0699,Nontoxin,Nontoxin,39.03
Icenc-SB0699_SpermSynth_Icenc-SB0699,Nontoxin,Nontoxin,6
Icenc-SB0699_SpermineOx_Icenc-SB0699,Nontoxin,Nontoxin,15.38
Icenc-SB0699_SpermatogenesisSerine2_Icenc-SB0699,Nontoxin,Nontoxin,10.07
Icenc-SB0699_SpermAssoc2_Icenc-SB0699,Nontoxin,Nontoxin,8.25
Icenc-SB0699_SpecklePOZ-1_Icenc-SB0699,Nontoxin,Nontoxin,6.94
Icenc-SB0699_SPARC_Icenc-SB0699,Nontoxin,Nontoxin,190.45
Icenc-SB0699_SOSS-C_Icenc-SB0699,Nontoxin,Nontoxin,51.94
Icenc-SB0699_SortingNexin33_Icenc-SB0699,Nontoxin,Nontoxin,22.18
Icenc-SB0699_Sorting50_Icenc-SB0699,Nontoxin,Nontoxin,63.93
Icenc-SB0699_Somatostatin2_Icenc-SB0699,Nontoxin,Nontoxin,2.99
Icenc-SB0699_SolCarr40m1_Icenc-SB0699,Nontoxin,Nontoxin,8.59
Icenc-SB0699_SolCarr39_Icenc-SB0699,Nontoxin,Nontoxin,46.14
Icenc-SB0699_SolCarr38_Icenc-SB0699,Nontoxin,Nontoxin,5.9
Icenc-SB0699_SolCarr30_Icenc-SB0699,Nontoxin,Nontoxin,30.67
Icenc-SB0699_SolCarr2Tm12b_Icenc-SB0699,Nontoxin,Nontoxin,16.27
Icenc-SB0699_Sol45m4_Icenc-SB0699,Nontoxin,Nontoxin,13.14
Icenc-SB0699_SNRp-SmD2_Icenc-SB0699,Nontoxin,Nontoxin,37.19
Icenc-SB0699_snRnpE_Icenc-SB0699,Nontoxin,Nontoxin,72.71
Icenc-SB0699_snRNA-LSm2_Icenc-SB0699,Nontoxin,Nontoxin,29.38
Icenc-SB0699_smRNA143kDa_Icenc-SB0699,Nontoxin,Nontoxin,4.38
Icenc-SB0699_SmithMagenisSyndrome_Icenc-SB0699,Nontoxin,Nontoxin,5.18
Icenc-SB0699_SMG9_Icenc-SB0699,Nontoxin,Nontoxin,17.38
Icenc-SB0699_SmD3_Icenc-SB0699,Nontoxin,Nontoxin,183.3
Icenc-SB0699_SmallUbMod1_Icenc-SB0699,Nontoxin,Nontoxin,65.75
Icenc-SB0699_SmallCellAdh_Icenc-SB0699,Nontoxin,Nontoxin,21.15
Icenc-SB0699_Slowmo2_Icenc-SB0699,Nontoxin,Nontoxin,10.7
Icenc-SB0699_Slowmo1_Icenc-SB0699,Nontoxin,Nontoxin,4.79
Icenc-SB0699_SLC41-2_Icenc-SB0699,Nontoxin,Nontoxin,30.21
Icenc-SB0699_SLC25-39_Icenc-SB0699,Nontoxin,Nontoxin,22.57
Icenc-SB0699_SLAIN_Icenc-SB0699,Nontoxin,Nontoxin,17.2
Icenc-SB0699_SjoegrenSNA1_Icenc-SB0699,Nontoxin,Nontoxin,60.43
Icenc-SB0699_Sirtuin5_Icenc-SB0699,Nontoxin,Nontoxin,46.32
Icenc-SB0699_Sirtuin2_Icenc-SB0699,Nontoxin,Nontoxin,25.3
Icenc-SB0699_SIRT1_Icenc-SB0699,Nontoxin,Nontoxin,31.48
Icenc-SB0699_SigPep1_Icenc-SB0699,Nontoxin,Nontoxin,746.57
Icenc-SB0699_SignalTransducerAct-3_Icenc-SB0699,Nontoxin,Nontoxin,4.27
Icenc-SB0699_SignalTranscudingAdapter2_Icenc-SB0699,Nontoxin,Nontoxin,7.74
Icenc-SB0699_SignalRec9_Icenc-SB0699,Nontoxin,Nontoxin,47.38
Icenc-SB0699_SignalRec54_Icenc-SB0699,Nontoxin,Nontoxin,92.2
Icenc-SB0699_SignalPeptidase3_Icenc-SB0699,Nontoxin,Nontoxin,633.31
Icenc-SB0699_Sialin_Icenc-SB0699,Nontoxin,Nontoxin,69.01
Icenc-SB0699_SialicAcidSyn_Icenc-SB0699,Nontoxin,Nontoxin,41.27
Icenc-SB0699_ShortCCA_Icenc-SB0699,Nontoxin,Nontoxin,8.75
Icenc-SB0699_SHOC2_Icenc-SB0699,Nontoxin,Nontoxin,12.43
Icenc-SB0699_SH3P2_Icenc-SB0699,Nontoxin,Nontoxin,47.32
Icenc-SB0699_SH3-HSC84_Icenc-SB0699,Nontoxin,Nontoxin,31.71
Icenc-SB0699_SH3-2_Icenc-SB0699,Nontoxin,Nontoxin,3.47
Icenc-SB0699_SH3-1_Icenc-SB0699,Nontoxin,Nontoxin,99.24
Icenc-SB0699_SFT2B_Icenc-SB0699,Nontoxin,Nontoxin,6.87
Icenc-SB0699_SFT2A_Icenc-SB0699,Nontoxin,Nontoxin,35.52
Icenc-SB0699_sformylglutathioneHydrolase_Icenc-SB0699,Nontoxin,Nontoxin,98.47
Icenc-SB0699_SF45_Icenc-SB0699,Nontoxin,Nontoxin,29.93
Icenc-SB0699_SF18_Icenc-SB0699,Nontoxin,Nontoxin,17.14
Icenc-SB0699_SF-U2AF_Icenc-SB0699,Nontoxin,Nontoxin,47.04
Icenc-SB0699_SF-SYF1_Icenc-SB0699,Nontoxin,Nontoxin,5.64
Icenc-SB0699_SF-3A3_Icenc-SB0699,Nontoxin,Nontoxin,96.09
Icenc-SB0699_SerThrPP6_Icenc-SB0699,Nontoxin,Nontoxin,46.42
Icenc-SB0699_SerThrPP4-2-1_Icenc-SB0699,Nontoxin,Nontoxin,18.13
Icenc-SB0699_SerThrPP2A-b_Icenc-SB0699,Nontoxin,Nontoxin,124.27
Icenc-SB0699_SerThrPP2A_Icenc-SB0699,Nontoxin,Nontoxin,6
Icenc-SB0699_SerThrPP-PP1g_Icenc-SB0699,Nontoxin,Nontoxin,160.85
Icenc-SB0699_SerThrPP-PP1b_Icenc-SB0699,Nontoxin,Nontoxin,258.47
Icenc-SB0699_SerThrPP-PP1a_Icenc-SB0699,Nontoxin,Nontoxin,71.07
Icenc-SB0699_SerThrPP-2Aa_Icenc-SB0699,Nontoxin,Nontoxin,75.94
Icenc-SB0699_SerThrPP-2A-65Aa_Icenc-SB0699,Nontoxin,Nontoxin,56.5
Icenc-SB0699_SerThrPKin-RIO3_Icenc-SB0699,Nontoxin,Nontoxin,18.88
Icenc-SB0699_SerThrKinTBK1_Icenc-SB0699,Nontoxin,Nontoxin,14.22
Icenc-SB0699_SerThrKinSgk3_Icenc-SB0699,Nontoxin,Nontoxin,12.51
Icenc-SB0699_SerThrKinNek6_Icenc-SB0699,Nontoxin,Nontoxin,32.82
Icenc-SB0699_SerThrKinMST4_Icenc-SB0699,Nontoxin,Nontoxin,28.65
Icenc-SB0699_SerThrKin25_Icenc-SB0699,Nontoxin,Nontoxin,6.72
Icenc-SB0699_SerThrKin19_Icenc-SB0699,Nontoxin,Nontoxin,25.53
Icenc-SB0699_SerThrKin17B_Icenc-SB0699,Nontoxin,Nontoxin,5.96
Icenc-SB0699_SerThrKin16_Icenc-SB0699,Nontoxin,Nontoxin,22.33
Icenc-SB0699_SerThrKin-VRK3_Icenc-SB0699,Nontoxin,Nontoxin,19.19
Icenc-SB0699_SerThrKin-VRK1_Icenc-SB0699,Nontoxin,Nontoxin,23.41
Icenc-SB0699_SerThrKin-RIO1_Icenc-SB0699,Nontoxin,Nontoxin,7.12
Icenc-SB0699_SerThrKin-RAF_Icenc-SB0699,Nontoxin,Nontoxin,25.26
Icenc-SB0699_SerThrKin-pim3_Icenc-SB0699,Nontoxin,Nontoxin,95.56
Icenc-SB0699_SerThrKin_Icenc-SB0699,Nontoxin,Nontoxin,62.45
Icenc-SB0699_SerThreTyr_Icenc-SB0699,Nontoxin,Nontoxin,17.03
Icenc-SB0699_SerThrePhosph-2A-B-gamma_Icenc-SB0699,Nontoxin,Nontoxin,11.13
Icenc-SB0699_SerThreKin-STK11_Icenc-SB0699,Nontoxin,Nontoxin,9.46
Icenc-SB0699_SerThreKin-Chk1_Icenc-SB0699,Nontoxin,Nontoxin,2.23
Icenc-SB0699_SerThr2Ba_Icenc-SB0699,Nontoxin,Nontoxin,14.84
Icenc-SB0699_SerpinB6_Icenc-SB0699,Nontoxin,Nontoxin,15.24
Icenc-SB0699_SerPalmitoyltransferaseA_Icenc-SB0699,Nontoxin,Nontoxin,19.21
Icenc-SB0699_SerPalm1_Icenc-SB0699,Nontoxin,Nontoxin,20.62
Icenc-SB0699_SerIncorporator5_Icenc-SB0699,Nontoxin,Nontoxin,13.49
Icenc-SB0699_SerIncorporator3_Icenc-SB0699,Nontoxin,Nontoxin,65.98
Icenc-SB0699_SerHydMetTran_Icenc-SB0699,Nontoxin,Nontoxin,10.02
Icenc-SB0699_SerHydMeT2_Icenc-SB0699,Nontoxin,Nontoxin,22.41
Icenc-SB0699_SERCATPase2_Icenc-SB0699,Nontoxin,Nontoxin,46.81
Icenc-SB0699_SerArgSplicingFactor12_Icenc-SB0699,Nontoxin,Nontoxin,8.61
Icenc-SB0699_Sequestosome1_Icenc-SB0699,Nontoxin,Nontoxin,121.66
Icenc-SB0699_Septin6_Icenc-SB0699,Nontoxin,Nontoxin,18.39
Icenc-SB0699_Septin2-2_Icenc-SB0699,Nontoxin,Nontoxin,7.58
Icenc-SB0699_Septin2-1_Icenc-SB0699,Nontoxin,Nontoxin,17.52
Icenc-SB0699_Septin10_Icenc-SB0699,Nontoxin,Nontoxin,15.09
Icenc-SB0699_SemialdehydeDH_Icenc-SB0699,Nontoxin,Nontoxin,72.51
Icenc-SB0699_Selen1X_Icenc-SB0699,Nontoxin,Nontoxin,11.48
Icenc-SB0699_Secernin3_Icenc-SB0699,Nontoxin,Nontoxin,15.59
Icenc-SB0699_SEC63_Icenc-SB0699,Nontoxin,Nontoxin,56.29
Icenc-SB0699_Sec61g_Icenc-SB0699,Nontoxin,Nontoxin,1213.15
Icenc-SB0699_Sec61b_Icenc-SB0699,Nontoxin,Nontoxin,868.87
Icenc-SB0699_Sec61-a_Icenc-SB0699,Nontoxin,Nontoxin,481.47
Icenc-SB0699_Sec24D_Icenc-SB0699,Nontoxin,Nontoxin,29.08
Icenc-SB0699_Sec23A_Icenc-SB0699,Nontoxin,Nontoxin,121.55
Icenc-SB0699_SEC23-B_Icenc-SB0699,Nontoxin,Nontoxin,17.76
Icenc-SB0699_Sec22b-B_Icenc-SB0699,Nontoxin,Nontoxin,134.51
Icenc-SB0699_SEC20_Icenc-SB0699,Nontoxin,Nontoxin,15.98
Icenc-SB0699_SEC14-1_Icenc-SB0699,Nontoxin,Nontoxin,44.49
Icenc-SB0699_SEC13_Icenc-SB0699,Nontoxin,Nontoxin,99.08
Icenc-SB0699_SEC11C_Icenc-SB0699,Nontoxin,Nontoxin,40.07
Icenc-SB0699_SEC11A_Icenc-SB0699,Nontoxin,Nontoxin,56.86
Icenc-SB0699_Sec1_Icenc-SB0699,Nontoxin,Nontoxin,62.87
Icenc-SB0699_SDR39U1_Icenc-SB0699,Nontoxin,Nontoxin,6.33
Icenc-SB0699_SDA1_Icenc-SB0699,Nontoxin,Nontoxin,13.08
Icenc-SB0699_Scy1_Icenc-SB0699,Nontoxin,Nontoxin,13.98
Icenc-SB0699_SC35B1_Icenc-SB0699,Nontoxin,Nontoxin,69.77
Icenc-SB0699_SBDS_Icenc-SB0699,Nontoxin,Nontoxin,44.31
Icenc-SB0699_SAR1b_Icenc-SB0699,Nontoxin,Nontoxin,22.48
Icenc-SB0699_SAPRibonucleoprotein_Icenc-SB0699,Nontoxin,Nontoxin,67.66
Icenc-SB0699_SAP18_Icenc-SB0699,Nontoxin,Nontoxin,60.19
Icenc-SB0699_SAMetSyn1_Icenc-SB0699,Nontoxin,Nontoxin,5.19
Icenc-SB0699_SaccharopineDH_Icenc-SB0699,Nontoxin,Nontoxin,31.73
Icenc-SB0699_SAAL1_Icenc-SB0699,Nontoxin,Nontoxin,12.09
Icenc-SB0699_S4aC3Dehydro_Icenc-SB0699,Nontoxin,Nontoxin,4.92
Icenc-SB0699_S100-A10_Icenc-SB0699,Nontoxin,Nontoxin,238.26
Icenc-SB0699_s-adenosylmethionineDecarb_Icenc-SB0699,Nontoxin,Nontoxin,30.87
Icenc-SB0699_rxrb_Icenc-SB0699,Nontoxin,Nontoxin,69.79
Icenc-SB0699_RWD2A_Icenc-SB0699,Nontoxin,Nontoxin,3.56
Icenc-SB0699_RWD1_Icenc-SB0699,Nontoxin,Nontoxin,81.43
Icenc-SB0699_RWD-4_Icenc-SB0699,Nontoxin,Nontoxin,18.23
Icenc-SB0699_RuvB2_Icenc-SB0699,Nontoxin,Nontoxin,12.14
Icenc-SB0699_RuvB1_Icenc-SB0699,Nontoxin,Nontoxin,9.49
Icenc-SB0699_RUNFYVE1_Icenc-SB0699,Nontoxin,Nontoxin,75.43
Icenc-SB0699_RTKa2_Icenc-SB0699,Nontoxin,Nontoxin,25.09
Icenc-SB0699_RRP43_Icenc-SB0699,Nontoxin,Nontoxin,12.52
Icenc-SB0699_rRNAProcFCF1_Icenc-SB0699,Nontoxin,Nontoxin,60.53
Icenc-SB0699_rRNAMethyltransferase3_Icenc-SB0699,Nontoxin,Nontoxin,9.25
Icenc-SB0699_RpSA_Icenc-SB0699,Nontoxin,Nontoxin,784.49
Icenc-SB0699_RpS9_Icenc-SB0699,Nontoxin,Nontoxin,1091.3
Icenc-SB0699_RpS8_Icenc-SB0699,Nontoxin,Nontoxin,1393.18
Icenc-SB0699_RpS7_Icenc-SB0699,Nontoxin,Nontoxin,1360.86
Icenc-SB0699_RpS6Kin-a3_Icenc-SB0699,Nontoxin,Nontoxin,7.46
Icenc-SB0699_RpS6_Icenc-SB0699,Nontoxin,Nontoxin,1616.9
Icenc-SB0699_RpS5_Icenc-SB0699,Nontoxin,Nontoxin,796.06
Icenc-SB0699_RpS4_Icenc-SB0699,Nontoxin,Nontoxin,2047.44
Icenc-SB0699_RpS3a_Icenc-SB0699,Nontoxin,Nontoxin,1658.18
Icenc-SB0699_RpS3_Icenc-SB0699,Nontoxin,Nontoxin,1400.79
Icenc-SB0699_RpS29_Icenc-SB0699,Nontoxin,Nontoxin,5809.75
Icenc-SB0699_RpS27a_Icenc-SB0699,Nontoxin,Nontoxin,1404.97
Icenc-SB0699_RpS27_Icenc-SB0699,Nontoxin,Nontoxin,1524.84
Icenc-SB0699_RpS25_Icenc-SB0699,Nontoxin,Nontoxin,3016.04
