Time,Icenc-SB0699,Icenc-SB0587,Icenc-CLP2288
111.11667,-2950,-885,1043
111.125,-2952,-888,1044
111.13333,-2952,-892,1045
111.14167,-2953,-895,1045
111.15,-2953,-897,1045
111.15833,-2954,-901,1046
111.16667,-2954,-903,1047
111.175,-2954,-906,1048
111.18333,-2955,-909,1048
111.19167,-2955,-912,1047
111.2,-2955,-916,1047
111.20833,-2956,-920,1048
111.21667,-2956,-923,1048
111.225,-2956,-925,1049
111.23333,-2956,-928,1050
111.24167,-2955,-932,1051
111.25,-2955,-935,1052
111.25833,-2955,-938,1052
111.26667,-2955,-940,1052
111.275,-2956,-942,1051
111.28333,-2957,-944,1051
111.29167,-2957,-948,1052
111.3,-2957,-951,1053
111.30833,-2956,-953,1054
111.31667,-2956,-955,1054
111.325,-2956,-957,1055
111.33333,-2957,-960,1055
111.34167,-2957,-963,1055
111.35,-2956,-965,1055
111.35833,-2957,-968,1055
111.36667,-2957,-970,1056
111.375,-2958,-973,1056
111.38333,-2958,-975,1056
111.39167,-2959,-978,1056
111.4,-2959,-980,1057
111.40833,-2959,-983,1056
111.41667,-2959,-986,1056
111.425,-2959,-988,1057
111.43333,-2958,-991,1056
111.44167,-2958,-994,1056
111.45,-2958,-997,1057
111.45833,-2959,-1000,1057
111.46667,-2960,-1003,1058
111.475,-2960,-1006,1059
111.48333,-2961,-1009,1059
111.49167,-2961,-1011,1059
111.5,-2962,-1014,1059
111.50833,-2962,-1017,1060
111.51667,-2963,-1021,1059
111.525,-2963,-1024,1060
111.53333,-2962,-1026,1060
111.54167,-2962,-1029,1059
111.55,-2962,-1032,1059
111.55833,-2963,-1036,1060
111.56667,-2965,-1040,1061
111.575,-2965,-1042,1060
111.58333,-2965,-1045,1060
111.59167,-2965,-1048,1060
111.6,-2965,-1053,1060
111.60833,-2965,-1057,1060
111.61667,-2966,-1060,1060
111.625,-2967,-1064,1061
111.63333,-2967,-1067,1061
111.64167,-2967,-1070,1060
111.65,-2967,-1073,1060
111.65833,-2966,-1076,1060
111.66667,-2966,-1079,1060
111.675,-2966,-1083,1059
111.68333,-2966,-1087,1059
111.69167,-2967,-1090,1060
111.7,-2967,-1094,1060
111.70833,-2967,-1096,1060
111.71667,-2967,-1099,1061
111.725,-2966,-1102,1061
111.73333,-2965,-1104,1060
111.74167,-2964,-1107,1060
111.75,-2965,-1109,1059
111.75833,-2965,-1113,1060
111.76667,-2964,-1116,1061
111.775,-2964,-1118,1061
111.78333,-2963,-1120,1061
111.79167,-2964,-1123,1062
111.8,-2963,-1125,1064
111.80833,-2962,-1128,1064
111.81667,-2961,-1130,1065
111.825,-2961,-1132,1064
111.83333,-2961,-1134,1063
111.84167,-2961,-1136,1063
111.85,-2962,-1138,1064
111.85833,-2961,-1140,1065
111.86667,-2961,-1142,1066
111.875,-2960,-1143,1066
111.88333,-2959,-1144,1066
111.89167,-2958,-1146,1067
111.9,-2956,-1147,1068
111.90833,-2954,-1149,1068
111.91667,-2953,-1150,1068
111.925,-2952,-1152,1068
111.93333,-2952,-1154,1069
111.94167,-2951,-1155,1070
111.95,-2951,-1156,1072
111.95833,-2952,-1157,1072
111.96667,-2952,-1157,1073
111.975,-2950,-1159,1074
111.98333,-2950,-1162,1076
111.99167,-2948,-1163,1077
112,-2947,-1163,1078
112.00833,-2946,-1163,1078
112.01667,-2946,-1164,1079
112.025,-2946,-1166,1080
112.03333,-2946,-1168,1081
112.04167,-2946,-1169,1082
112.05,-2946,-1170,1084
112.05833,-2946,-1170,1085
112.06667,-2945,-1171,1086
112.075,-2945,-1172,1086
112.08333,-2946,-1174,1087
112.09167,-2947,-1175,1088
112.1,-2947,-1176,1089
112.10833,-2946,-1178,1091
112.11667,-2946,-1179,1092
112.125,-2945,-1181,1094
112.13333,-2946,-1181,1095
112.14167,-2947,-1182,1097
112.15,-2947,-1183,1098
112.15833,-2947,-1184,1100
112.16667,-2947,-1185,1102
112.175,-2947,-1186,1103
112.18333,-2947,-1187,1103
112.19167,-2947,-1189,1104
112.2,-2947,-1190,1105
112.20833,-2948,-1191,1107
112.21667,-2948,-1192,1108
112.225,-2949,-1193,1110
112.23333,-2948,-1194,1110
112.24167,-2947,-1195,1111
112.25,-2947,-1196,1111
112.25833,-2948,-1198,1112
112.26667,-2948,-1199,1112
112.275,-2949,-1200,1112
112.28333,-2950,-1201,1113
112.29167,-2951,-1202,1113
112.3,-2951,-1202,1114
112.30833,-2951,-1202,1115
112.31667,-2951,-1202,1116
112.325,-2952,-1202,1117
112.33333,-2952,-1202,1118
112.34167,-2952,-1202,1118
112.35,-2953,-1202,1118
112.35833,-2953,-1203,1119
112.36667,-2953,-1202,1119
112.375,-2954,-1202,1119
112.38333,-2954,-1201,1119
112.39167,-2955,-1200,1120
112.4,-2955,-1200,1122
112.40833,-2954,-1199,1124
112.41667,-2954,-1197,1125
112.425,-2955,-1197,1125
112.43333,-2955,-1196,1125
112.44167,-2955,-1196,1126
112.45,-2956,-1195,1126
112.45833,-2956,-1193,1127
112.46667,-2956,-1192,1127
112.475,-2955,-1191,1127
112.48333,-2956,-1189,1128
112.49167,-2956,-1187,1128
112.5,-2956,-1186,1129
112.50833,-2956,-1185,1130
112.51667,-2957,-1185,1131
112.525,-2957,-1184,1131
112.53333,-2957,-1181,1131
112.54167,-2958,-1180,1131
112.55,-2958,-1179,1132
112.55833,-2958,-1178,1133
112.56667,-2960,-1178,1134
112.575,-2960,-1179,1134
112.58333,-2960,-1178,1135
112.59167,-2960,-1177,1135
112.6,-2960,-1178,1135
112.60833,-2960,-1179,1135
112.61667,-2960,-1180,1135
112.625,-2960,-1182,1137
112.63333,-2960,-1184,1137
112.64167,-2961,-1185,1138
112.65,-2961,-1188,1139
112.65833,-2961,-1191,1140
112.66667,-2961,-1194,1141
112.675,-2961,-1197,1141
112.68333,-2961,-1200,1143
112.69167,-2962,-1202,1144
112.7,-2962,-1206,1145
112.70833,-2963,-1211,1145
112.71667,-2963,-1215,1145
112.725,-2963,-1220,1145
112.73333,-2963,-1226,1146
112.74167,-2963,-1231,1147
112.75,-2964,-1237,1148
112.75833,-2964,-1242,1149
112.76667,-2964,-1247,1150
112.775,-2965,-1253,1151
112.78333,-2965,-1259,1153
112.79167,-2964,-1264,1155
112.8,-2964,-1269,1156
112.80833,-2964,-1275,1157
112.81667,-2964,-1281,1158
112.825,-2964,-1287,1159
112.83333,-2964,-1293,1159
112.84167,-2964,-1298,1159
112.85,-2965,-1303,1159
112.85833,-2965,-1309,1159
112.86667,-2965,-1314,1160
112.875,-2966,-1320,1160
112.88333,-2966,-1325,1161
112.89167,-2966,-1329,1162
112.9,-2966,-1333,1163
112.90833,-2965,-1337,1165
112.91667,-2966,-1342,1165
112.925,-2968,-1347,1167
112.93333,-2967,-1353,1168
112.94167,-2965,-1358,1170
112.95,-2963,-1362,1171
112.95833,-2963,-1365,1171
112.96667,-2964,-1368,1172
112.975,-2964,-1372,1173
112.98333,-2964,-1377,1174
112.99167,-2964,-1381,1175
113,-2963,-1384,1175
113.00833,-2963,-1389,1175
113.01667,-2963,-1392,1175
113.025,-2962,-1395,1175
113.03333,-2961,-1399,1175
113.04167,-2960,-1402,1174
113.05,-2960,-1406,1175
113.05833,-2961,-1409,1176
113.06667,-2961,-1411,1177
113.075,-2960,-1415,1178
113.08333,-2960,-1418,1178
113.09167,-2960,-1421,1178
113.1,-2960,-1423,1178
113.10833,-2959,-1425,1179
113.11667,-2959,-1427,1180
113.125,-2958,-1430,1180
113.13333,-2957,-1433,1179
113.14167,-2958,-1436,1178
113.15,-2958,-1438,1178
113.15833,-2959,-1439,1177
113.16667,-2958,-1440,1178
113.175,-2957,-1442,1178
113.18333,-2957,-1444,1179
113.19167,-2956,-1446,1180
113.2,-2956,-1447,1180
113.20833,-2955,-1449,1180
113.21667,-2954,-1451,1180
113.225,-2954,-1452,1181
113.23333,-2953,-1454,1180
113.24167,-2953,-1456,1180
113.25,-2952,-1458,1180
113.25833,-2951,-1460,1181
113.26667,-2951,-1462,1181
113.275,-2951,-1463,1181
113.28333,-2950,-1464,1181
113.29167,-2950,-1465,1180
113.3,-2950,-1466,1179
113.30833,-2950,-1467,1178
113.31667,-2950,-1468,1178
113.325,-2949,-1469,1178
113.33333,-2948,-1471,1179
113.34167,-2948,-1473,1179
113.35,-2947,-1475,1179
113.35833,-2946,-1477,1178
113.36667,-2946,-1478,1178
113.375,-2946,-1478,1178
113.38333,-2945,-1478,1178
113.39167,-2945,-1478,1179
113.4,-2945,-1478,1179
113.40833,-2944,-1477,1179
113.41667,-2942,-1477,1178
113.425,-2941,-1477,1178
113.43333,-2940,-1479,1179
113.44167,-2939,-1480,1179
113.45,-2937,-1482,1178
113.45833,-2937,-1482,1178
113.46667,-2936,-1483,1178
113.475,-2935,-1484,1178
113.48333,-2934,-1485,1178
113.49167,-2933,-1485,1178
113.5,-2932,-1484,1178
113.50833,-2930,-1484,1178
113.51667,-2929,-1485,1177
113.525,-2929,-1485,1177
113.53333,-2928,-1486,1178
113.54167,-2927,-1485,1178
113.55,-2927,-1485,1178
113.55833,-2927,-1486,1179
113.56667,-2927,-1486,1179
113.575,-2926,-1487,1179
113.58333,-2925,-1487,1180
113.59167,-2925,-1487,1179
113.6,-2924,-1487,1180
113.60833,-2922,-1488,1179
113.61667,-2921,-1488,1179
113.625,-2921,-1488,1179
113.63333,-2920,-1488,1179
113.64167,-2919,-1487,1179
113.65,-2918,-1487,1179
113.65833,-2917,-1486,1180
113.66667,-2915,-1486,1180
113.675,-2914,-1486,1180
113.68333,-2914,-1486,1180
113.69167,-2913,-1486,1180
113.7,-2913,-1486,1180
113.70833,-2912,-1487,1180
113.71667,-2911,-1487,1181
113.725,-2910,-1486,1182
113.73333,-2909,-1486,1181
113.74167,-2907,-1485,1181
113.75,-2908,-1484,1181
113.75833,-2908,-1484,1182
113.76667,-2907,-1484,1182
113.775,-2907,-1484,1182
113.78333,-2907,-1484,1181
113.79167,-2906,-1483,1181
113.8,-2906,-1483,1181
113.80833,-2906,-1482,1180
113.81667,-2905,-1481,1181
113.825,-2904,-1481,1181
113.83333,-2904,-1482,1180
113.84167,-2904,-1482,1180
113.85,-2904,-1483,1181
113.85833,-2903,-1483,1181
113.86667,-2902,-1483,1182
113.875,-2902,-1483,1181
113.88333,-2901,-1484,1181
113.89167,-2901,-1484,1180
113.9,-2901,-1484,1180
113.90833,-2901,-1485,1180
113.91667,-2900,-1486,1180
113.925,-2899,-1486,1180
113.93333,-2899,-1485,1179
113.94167,-2899,-1486,1179
113.95,-2898,-1487,1180
113.95833,-2898,-1488,1180
113.96667,-2898,-1488,1180
113.975,-2898,-1488,1180
113.98333,-2897,-1488,1181
113.99167,-2896,-1489,1180
114,-2895,-1490,1181
114.00833,-2894,-1491,1181
114.01667,-2893,-1490,1181
114.025,-2893,-1490,1181
114.03333,-2893,-1489,1181
114.04167,-2892,-1489,1181
114.05,-2892,-1489,1183
114.05833,-2892,-1489,1183
114.06667,-2893,-1488,1184
114.075,-2893,-1488,1184
114.08333,-2892,-1488,1184
114.09167,-2891,-1487,1183
114.1,-2890,-1488,1183
114.10833,-2890,-1487,1184
114.11667,-2890,-1486,1184
114.125,-2890,-1486,1184
114.13333,-2891,-1486,1184
114.14167,-2892,-1486,1184
114.15,-2892,-1486,1183
114.15833,-2893,-1486,1183
114.16667,-2893,-1486,1184
114.175,-2893,-1485,1184
114.18333,-2893,-1485,1184
114.19167,-2893,-1484,1184
114.2,-2893,-1485,1184
114.20833,-2893,-1484,1184
114.21667,-2893,-1484,1184
114.225,-2892,-1484,1184
114.23333,-2891,-1483,1184
114.24167,-2891,-1483,1184
114.25,-2891,-1483,1185
114.25833,-2891,-1483,1185
114.26667,-2892,-1483,1184
114.275,-2892,-1484,1184
114.28333,-2893,-1484,1184
114.29167,-2893,-1484,1184
114.3,-2893,-1485,1184
114.30833,-2892,-1485,1184
114.31667,-2892,-1485,1185
114.325,-2893,-1484,1186
114.33333,-2893,-1484,1187
114.34167,-2894,-1485,1187
114.35,-2895,-1486,1188
114.35833,-2896,-1486,1188
114.36667,-2895,-1487,1186
114.375,-2894,-1488,1185
114.38333,-2895,-1489,1185
114.39167,-2896,-1490,1185
114.4,-2897,-1491,1184
114.40833,-2898,-1492,1184
114.41667,-2899,-1493,1184
114.425,-2898,-1494,1185
114.43333,-2897,-1495,1186
114.44167,-2896,-1496,1186
114.45,-2895,-1498,1187
114.45833,-2895,-1499,1186
114.46667,-2896,-1501,1187
114.475,-2896,-1502,1188
114.48333,-2897,-1502,1188
114.49167,-2897,-1503,1188
114.5,-2897,-1503,1188
114.50833,-2897,-1504,1188
114.51667,-2896,-1506,1188
114.525,-2897,-1508,1187
114.53333,-2897,-1509,1188
114.54167,-2896,-1510,1188
114.55,-2895,-1510,1187
114.55833,-2895,-1512,1187
114.56667,-2896,-1513,1186
114.575,-2895,-1514,1186
114.58333,-2895,-1515,1187
114.59167,-2895,-1516,1188
114.6,-2895,-1517,1188
114.60833,-2895,-1518,1188
114.61667,-2895,-1519,1188
114.625,-2894,-1520,1188
114.63333,-2893,-1521,1188
114.64167,-2892,-1523,1187
114.65,-2892,-1524,1186
114.65833,-2892,-1525,1186
114.66667,-2892,-1526,1186
114.675,-2892,-1527,1188
114.68333,-2892,-1528,1187
114.69167,-2892,-1528,1188
114.7,-2892,-1529,1188
114.70833,-2892,-1531,1189
114.71667,-2892,-1531,1189
114.725,-2892,-1531,1190
114.73333,-2890,-1532,1191
114.74167,-2890,-1533,1191
114.75,-2890,-1533,1191
114.75833,-2891,-1534,1191
114.76667,-2891,-1535,1192
114.775,-2891,-1534,1192
114.78333,-2890,-1534,1192
114.79167,-2890,-1536,1192
114.8,-2891,-1537,1192
114.80833,-2890,-1538,1192
114.81667,-2890,-1539,1193
114.825,-2889,-1540,1194
114.83333,-2889,-1541,1196
114.84167,-2889,-1541,1197
114.85,-2889,-1542,1198
114.85833,-2889,-1543,1199
114.86667,-2889,-1543,1199
114.875,-2889,-1543,1200
114.88333,-2889,-1544,1200
114.89167,-2888,-1544,1201
114.9,-2888,-1544,1203
114.90833,-2886,-1544,1203
114.91667,-2886,-1544,1203
114.925,-2886,-1544,1204
114.93333,-2886,-1544,1206
114.94167,-2887,-1544,1208
114.95,-2887,-1546,1210
114.95833,-2886,-1547,1212
114.96667,-2885,-1547,1213
114.975,-2884,-1547,1215
114.98333,-2884,-1548,1216
114.99167,-2884,-1548,1217
115,-2884,-1547,1218
115.00833,-2883,-1547,1220
115.01667,-2883,-1547,1221
115.025,-2882,-1547,1223
115.03333,-2881,-1548,1224
115.04167,-2881,-1547,1226
115.05,-2880,-1547,1227
115.05833,-2880,-1547,1228
115.06667,-2880,-1548,1228
115.075,-2879,-1549,1229
115.08333,-2878,-1549,1230
115.09167,-2878,-1549,1231
115.1,-2878,-1549,1233
115.10833,-2877,-1550,1235
115.11667,-2877,-1551,1237
115.125,-2876,-1551,1238
115.13333,-2875,-1551,1239
115.14167,-2874,-1551,1240
115.15,-2872,-1549,1241
115.15833,-2872,-1548,1242
115.16667,-2872,-1548,1242
115.175,-2873,-1548,1243
115.18333,-2873,-1548,1243
115.19167,-2873,-1549,1244
115.2,-2872,-1549,1245
115.20833,-2872,-1549,1246
115.21667,-2871,-1549,1247
115.225,-2871,-1549,1248
115.23333,-2870,-1549,1247
115.24167,-2869,-1549,1246
115.25,-2868,-1549,1246
115.25833,-2867,-1549,1245
115.26667,-2867,-1549,1244
115.275,-2867,-1550,1244
115.28333,-2866,-1549,1244
115.29167,-2865,-1550,1245
115.3,-2863,-1550,1245
115.30833,-2863,-1551,1246
115.31667,-2863,-1551,1245
115.325,-2862,-1551,1245
115.33333,-2862,-1551,1244
115.34167,-2861,-1552,1243
115.35,-2860,-1552,1242
115.35833,-2859,-1553,1242
115.36667,-2859,-1553,1241
115.375,-2858,-1554,1240
115.38333,-2858,-1554,1238
115.39167,-2857,-1553,1237
115.4,-2858,-1553,1236
115.40833,-2858,-1554,1235
115.41667,-2858,-1554,1235
115.425,-2857,-1555,1234
115.43333,-2856,-1556,1233
115.44167,-2855,-1557,1233
115.45,-2855,-1557,1232
115.45833,-2854,-1558,1231
115.46667,-2854,-1558,1231
115.475,-2854,-1558,1231
115.48333,-2853,-1558,1230
115.49167,-2851,-1558,1229
115.5,-2850,-1558,1228
115.50833,-2849,-1559,1228
115.51667,-2848,-1560,1227
115.525,-2848,-1561,1226
115.53333,-2848,-1561,1226
115.54167,-2848,-1562,1225
115.55,-2848,-1562,1223
115.55833,-2849,-1562,1222
115.56667,-2848,-1562,1221
115.575,-2847,-1562,1221
115.58333,-2846,-1562,1221
115.59167,-2846,-1561,1221
115.6,-2847,-1561,1220
115.60833,-2847,-1561,1220
115.61667,-2847,-1561,1221
115.625,-2847,-1562,1221
115.63333,-2846,-1563,1220
115.64167,-2844,-1564,1220
115.65,-2844,-1564,1220
115.65833,-2844,-1563,1220
115.66667,-2844,-1562,1219
115.675,-2844,-1562,1218
115.68333,-2844,-1561,1218
115.69167,-2844,-1561,1219
115.7,-2843,-1560,1219
115.70833,-2843,-1560,1219
115.71667,-2843,-1560,1219
115.725,-2843,-1561,1220
115.73333,-2842,-1561,1221
115.74167,-2842,-1561,1222
115.75,-2842,-1561,1222
115.75833,-2842,-1561,1222
115.76667,-2840,-1560,1223
115.775,-2841,-1560,1223
115.78333,-2842,-1559,1223
115.79167,-2842,-1558,1223
115.8,-2843,-1557,1223
115.80833,-2844,-1556,1224
115.81667,-2842,-1555,1224
115.825,-2841,-1553,1225
115.83333,-2840,-1552,1226
115.84167,-2841,-1551,1226
115.85,-2841,-1550,1225
115.85833,-2840,-1549,1225
115.86667,-2840,-1548,1226
115.875,-2841,-1547,1226
115.88333,-2841,-1546,1226
115.89167,-2842,-1546,1227
115.9,-2842,-1546,1227
115.90833,-2841,-1545,1229
115.91667,-2841,-1544,1230
115.925,-2841,-1543,1232
115.93333,-2841,-1543,1234
115.94167,-2841,-1542,1234
115.95,-2842,-1540,1234
115.95833,-2842,-1540,1235
115.96667,-2842,-1541,1235
115.975,-2841,-1542,1236
115.98333,-2841,-1542,1238
115.99167,-2842,-1542,1239
116,-2843,-1543,1240
116.00833,-2842,-1544,1241
116.01667,-2842,-1545,1243
116.025,-2842,-1546,1244
116.03333,-2842,-1546,1245
116.04167,-2842,-1546,1246
116.05,-2842,-1546,1247
116.05833,-2843,-1546,1247
116.06667,-2843,-1548,1248
116.075,-2841,-1549,1248
116.08333,-2841,-1549,1249
116.09167,-2840,-1551,1250
116.1,-2841,-1553,1251
116.10833,-2842,-1554,1252
116.11667,-2842,-1554,1252
116.125,-2841,-1555,1252
116.13333,-2840,-1555,1252
116.14167,-2841,-1556,1253
116.15,-2841,-1557,1253
116.15833,-2841,-1558,1253
116.16667,-2841,-1558,1253
116.175,-2841,-1559,1254
116.18333,-2841,-1561,1255
116.19167,-2841,-1562,1256
116.2,-2839,-1562,1256
116.20833,-2838,-1563,1256
116.21667,-2838,-1562,1255
116.225,-2837,-1562,1255
116.23333,-2838,-1562,1255
116.24167,-2839,-1563,1256
116.25,-2838,-1564,1258
116.25833,-2839,-1564,1258
116.26667,-2838,-1563,1258
116.275,-2837,-1563,1258
116.28333,-2837,-1563,1259
116.29167,-2836,-1562,1260
116.3,-2837,-1561,1261
116.30833,-2837,-1562,1261
116.31667,-2838,-1562,1261
116.325,-2838,-1562,1262
116.33333,-2837,-1561,1262
116.34167,-2835,-1560,1263
116.35,-2834,-1559,1263
116.35833,-2834,-1558,1264
116.36667,-2833,-1557,1265
116.375,-2833,-1557,1266
116.38333,-2833,-1557,1267
116.39167,-2833,-1556,1268
116.4,-2833,-1555,1269
116.40833,-2833,-1555,1269
116.41667,-2833,-1555,1270
116.425,-2832,-1554,1272
116.43333,-2832,-1554,1272
116.44167,-2831,-1553,1274
116.45,-2831,-1551,1276
116.45833,-2831,-1550,1277
116.46667,-2830,-1550,1278
116.475,-2830,-1551,1280
116.48333,-2831,-1551,1281
116.49167,-2831,-1552,1282
116.5,-2830,-1552,1283
116.50833,-2830,-1551,1285
116.51667,-2829,-1551,1285
116.525,-2828,-1550,1285
116.53333,-2827,-1549,1285
116.54167,-2827,-1548,1287
116.55,-2827,-1546,1288
116.55833,-2827,-1546,1289
116.56667,-2827,-1546,1289
116.575,-2828,-1546,1289
116.58333,-2827,-1546,1290
116.59167,-2827,-1545,1291
116.6,-2828,-1545,1292
116.60833,-2827,-1546,1292
116.61667,-2826,-1547,1292
116.625,-2826,-1546,1292
116.63333,-2825,-1546,1292
116.64167,-2824,-1546,1291
116.65,-2823,-1546,1291
116.65833,-2823,-1546,1291
116.66667,-2823,-1547,1291
116.675,-2823,-1548,1291
116.68333,-2822,-1547,1291
116.69167,-2823,-1546,1292
116.7,-2824,-1544,1292
116.70833,-2824,-1542,1292
116.71667,-2824,-1542,1293
116.725,-2824,-1542,1292
116.73333,-2823,-1541,1292
116.74167,-2823,-1540,1292
116.75,-2821,-1540,1292
116.75833,-2820,-1539,1292
116.76667,-2820,-1538,1294
116.775,-2820,-1538,1294
116.78333,-2820,-1537,1293
116.79167,-2821,-1535,1292
116.8,-2821,-1534,1292
116.80833,-2821,-1534,1293
116.81667,-2820,-1533,1293
116.825,-2820,-1531,1293
116.83333,-2819,-1530,1293
116.84167,-2817,-1528,1293
116.85,-2817,-1527,1293
116.85833,-2816,-1525,1293
116.86667,-2815,-1523,1294
116.875,-2816,-1522,1294
116.88333,-2816,-1522,1294
116.89167,-2816,-1520,1294
116.9,-2816,-1518,1294
116.90833,-2815,-1516,1294
116.91667,-2815,-1515,1294
116.925,-2815,-1514,1295
116.93333,-2814,-1512,1296
116.94167,-2814,-1509,1296
116.95,-2813,-1508,1296
116.95833,-2813,-1506,1297
116.96667,-2812,-1505,1298
116.975,-2812,-1503,1298
116.98333,-2811,-1502,1298
116.99167,-2810,-1501,1298
117,-2809,-1499,1298
117.00833,-2809,-1497,1298
117.01667,-2809,-1496,1298
117.025,-2809,-1494,1299
117.03333,-2808,-1492,1300
117.04167,-2808,-1491,1301
117.05,-2808,-1490,1302
117.05833,-2808,-1489,1304
117.06667,-2807,-1487,1304
117.075,-2807,-1486,1303
117.08333,-2807,-1485,1303
117.09167,-2807,-1484,1304
117.1,-2807,-1482,1306
117.10833,-2807,-1481,1306
117.11667,-2807,-1481,1306
117.125,-2807,-1480,1306
117.13333,-2807,-1480,1307
117.14167,-2807,-1480,1307
117.15,-2807,-1479,1307
117.15833,-2806,-1479,1308
117.16667,-2805,-1479,1309
117.175,-2804,-1480,1311
117.18333,-2804,-1480,1312
117.19167,-2803,-1481,1313
117.2,-2803,-1482,1314
117.20833,-2804,-1482,1314
117.21667,-2804,-1482,1316
117.225,-2803,-1482,1318
117.23333,-2803,-1482,1320
117.24167,-2804,-1482,1321
117.25,-2804,-1483,1323
117.25833,-2804,-1483,1324
117.26667,-2804,-1483,1326
117.275,-2803,-1482,1328
117.28333,-2803,-1481,1330
117.29167,-2804,-1481,1332
117.3,-2804,-1481,1334
117.30833,-2803,-1481,1336
117.31667,-2802,-1480,1339
117.325,-2802,-1480,1340
117.33333,-2801,-1481,1342
117.34167,-2801,-1481,1344
117.35,-2801,-1480,1347
117.35833,-2801,-1480,1349
117.36667,-2800,-1479,1351
117.375,-2800,-1477,1353
117.38333,-2800,-1475,1356
117.39167,-2800,-1471,1359
117.4,-2799,-1468,1362
117.40833,-2799,-1465,1364
117.41667,-2799,-1461,1367
117.425,-2798,-1459,1370
117.43333,-2797,-1456,1374
117.44167,-2797,-1451,1377
117.45,-2796,-1446,1379
117.45833,-2794,-1440,1383
117.46667,-2793,-1434,1386
117.475,-2793,-1427,1388
117.48333,-2792,-1421,1391
117.49167,-2792,-1415,1393
117.5,-2791,-1408,1396
117.50833,-2789,-1400,1397
117.51667,-2789,-1392,1399
117.525,-2789,-1382,1402
117.53333,-2788,-1374,1404
117.54167,-2787,-1365,1406
117.55,-2786,-1355,1408
117.55833,-2785,-1345,1410
117.56667,-2785,-1335,1412
117.575,-2784,-1325,1413
117.58333,-2784,-1315,1413
117.59167,-2783,-1306,1414
117.6,-2784,-1297,1415
117.60833,-2783,-1288,1416
117.61667,-2783,-1279,1417
117.625,-2782,-1269,1418
117.63333,-2781,-1260,1418
117.64167,-2780,-1250,1419
117.65,-2778,-1241,1419
117.65833,-2777,-1233,1420
117.66667,-2776,-1225,1420
117.675,-2776,-1217,1421
117.68333,-2775,-1208,1421
117.69167,-2776,-1202,1420
117.7,-2776,-1196,1420
117.70833,-2776,-1189,1419
117.71667,-2775,-1183,1419
117.725,-2776,-1178,1420
117.73333,-2775,-1175,1421
117.74167,-2775,-1172,1422
117.75,-2775,-1170,1422
117.75833,-2775,-1168,1423
117.76667,-2775,-1167,1424
117.775,-2775,-1167,1424
117.78333,-2775,-1168,1426
117.79167,-2775,-1170,1428
117.8,-2775,-1173,1428
117.80833,-2775,-1176,1429
117.81667,-2776,-1180,1431
117.825,-2777,-1185,1433
117.83333,-2778,-1190,1434
117.84167,-2778,-1196,1435
117.85,-2779,-1202,1435
117.85833,-2779,-1208,1436
117.86667,-2780,-1216,1438
117.875,-2780,-1225,1440
117.88333,-2781,-1235,1442
117.89167,-2782,-1244,1443
117.9,-2783,-1255,1445
117.90833,-2783,-1266,1446
117.91667,-2783,-1276,1447
117.925,-2783,-1287,1447
117.93333,-2784,-1298,1447
117.94167,-2786,-1309,1448
117.95,-2787,-1320,1449
117.95833,-2788,-1331,1450
117.96667,-2787,-1343,1450
117.975,-2788,-1354,1449
117.98333,-2789,-1366,1447
117.99167,-2790,-1378,1445
118,-2791,-1389,1442
118.00833,-2791,-1399,1440
118.01667,-2791,-1409,1437
118.025,-2791,-1420,1435
118.03333,-2791,-1431,1432
118.04167,-2792,-1441,1429
118.05,-2793,-1452,1426
118.05833,-2794,-1461,1423
118.06667,-2795,-1471,1419
118.075,-2796,-1480,1415
118.08333,-2796,-1490,1410
118.09167,-2795,-1499,1406
118.1,-2794,-1507,1403
118.10833,-2794,-1514,1399
118.11667,-2795,-1522,1396
118.125,-2795,-1529,1392
118.13333,-2795,-1536,1388
118.14167,-2796,-1544,1383
118.15,-2796,-1552,1379
118.15833,-2797,-1558,1375
118.16667,-2798,-1564,1370
118.175,-2798,-1570,1367
118.18333,-2798,-1575,1365
118.19167,-2797,-1580,1362
118.2,-2796,-1586,1360
118.20833,-2797,-1590,1358
118.21667,-2797,-1594,1355
118.225,-2797,-1598,1353
118.23333,-2797,-1602,1350
118.24167,-2797,-1607,1348
118.25,-2797,-1611,1345
118.25833,-2797,-1614,1343
118.26667,-2797,-1617,1342
118.275,-2797,-1619,1340
118.28333,-2797,-1623,1338
118.29167,-2797,-1625,1337
118.3,-2797,-1627,1336
118.30833,-2796,-1628,1335
118.31667,-2797,-1630,1333
118.325,-2797,-1632,1332
118.33333,-2796,-1634,1332
118.34167,-2796,-1636,1330
118.35,-2796,-1637,1329
118.35833,-2796,-1638,1327
118.36667,-2796,-1639,1325
118.375,-2795,-1639,1325
118.38333,-2794,-1639,1325
118.39167,-2794,-1640,1325
118.4,-2793,-1641,1326
118.40833,-2792,-1643,1325
118.41667,-2791,-1644,1326
118.425,-2791,-1646,1326
118.43333,-2791,-1647,1327
118.44167,-2790,-1647,1327
118.45,-2791,-1647,1326
118.45833,-2792,-1646,1326
118.46667,-2790,-1646,1326
118.475,-2789,-1647,1326
118.48333,-2788,-1647,1326
118.49167,-2788,-1647,1326
118.5,-2788,-1646,1327
118.50833,-2787,-1645,1327
118.51667,-2787,-1644,1327
118.525,-2786,-1644,1326
118.53333,-2786,-1645,1326
118.54167,-2785,-1644,1327
118.55,-2784,-1645,1327
118.55833,-2783,-1644,1328
