[Header]
Application Name	LabSolutions
Version	5.92
Data File Name	C:\LabSolutions\Data\Rokyta\Icenc-CLP2288_V1897.lcd
Output Date	2/6/2020
Output Time	8:18:11 AM

[File Information]
Type	Data File
Generated	10/11/2019 6:42:20 PM
Generated by	System Administrator
Modified	10/11/2019 9:02:48 PM
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	10/11/2019 6:42:46 PM
Sample Type	0:Unknown
Level	0
Sample Name	Icenc-CLP2288_V1897
Sample ID	Icenc-CLP2288_V1897
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	1
Injection Volume	44

[Original Files]
Data File	C:\LabSolutions\Data\Rokyta\Icenc-CLP2288_V1897.lcd
Method File	C:\LabSolutions\Data\Rokyta\Rokyta_HPLC.lcm
Batch File	C:\LabSolutions\Data\Rokyta\ACW_9samples_10-11-2019.lcb
Report Format File	C:\LabSolutions\System\Default.lsr

[File Description]


[Configuration]
Instrument Name	50DPCP2-Instrument1
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	Detector A
Detector Name	Detector A
# of Channels	1

[Peak Table(Detector A)]
# of Peaks	119
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
52.86667	23.60
52.88333	23.60
52.90000	23.60
52.91667	23.60
52.93333	23.60
52.95000	23.60
52.96667	23.60
52.98333	23.60
53.00000	23.60
53.01667	23.60
53.03333	23.60
53.05000	23.60
53.06667	23.60
53.08333	23.60
53.10000	23.60
53.11667	23.60
53.13333	23.60
53.15000	23.60
53.16667	23.60
53.18333	23.60
53.20000	23.60
53.21667	23.60
53.23333	23.60
53.25000	23.60
53.26667	23.60
53.28333	23.60
53.30000	23.60
53.31667	23.60
53.33333	23.60
53.35000	23.60
53.36667	23.60
53.38333	23.60
53.40000	23.60
53.41667	23.60
53.43333	23.60
53.45000	23.60
53.46667	23.60
53.48333	23.60
53.50000	23.60
53.51667	23.60
53.53333	23.60
53.55000	23.60
53.56667	23.60
53.58333	23.60
53.60000	23.60
53.61667	23.60
53.63333	23.60
53.65000	23.60
53.66667	23.60
53.68333	23.60
53.70000	23.60
53.71667	23.60
53.73333	23.60
53.75000	23.60
53.76667	23.60
53.78333	23.60
53.80000	23.60
53.81667	23.60
53.83333	23.60
53.85000	23.61
53.86667	23.61
53.88333	23.61
53.90000	23.61
53.91667	23.61
53.93333	23.61
53.95000	23.61
53.96667	23.61
53.98333	23.61
54.00000	23.61
54.01667	23.61
54.03333	23.61
54.05000	23.61
54.06667	23.61
54.08333	23.61
54.10000	23.61
54.11667	23.61
54.13333	23.61
54.15000	23.61
54.16667	23.61
54.18333	23.61
54.20000	23.61
54.21667	23.61
54.23333	23.61
54.25000	23.61
54.26667	23.61
54.28333	23.61
54.30000	23.61
54.31667	23.61
54.33333	23.61
54.35000	23.60
54.36667	23.60
54.38333	23.60
54.40000	23.60
54.41667	23.60
54.43333	23.60
54.45000	23.60
54.46667	23.60
54.48333	23.60
54.50000	23.60
54.51667	23.60
54.53333	23.58
54.55000	23.58
54.56667	23.58
54.58333	23.58
54.60000	23.58
54.61667	23.58
54.63333	23.58
54.65000	23.58
54.66667	23.58
54.68333	23.57
54.70000	23.57
54.71667	23.57
54.73333	23.57
54.75000	23.57
54.76667	23.57
54.78333	23.57
54.80000	23.57
54.81667	23.57
54.83333	23.58
54.85000	23.58
54.86667	23.58
54.88333	23.58
54.90000	23.58
54.91667	23.58
54.93333	23.58
54.95000	23.58
54.96667	23.58
54.98333	23.58
55.00000	23.60
55.01667	23.60
55.03333	23.60
55.05000	23.60
55.06667	23.60
55.08333	23.60
55.10000	23.60
55.11667	23.60
55.13333	23.60
55.15000	23.60
55.16667	23.61
55.18333	23.61
55.20000	23.61
55.21667	23.61
55.23333	23.61
55.25000	23.61
55.26667	23.61
55.28333	23.61
55.30000	23.61
55.31667	23.61
55.33333	23.61
55.35000	23.61
55.36667	23.61
55.38333	23.61
55.40000	23.61
55.41667	23.61
55.43333	23.61
55.45000	23.61
55.46667	23.61
55.48333	23.61
55.50000	23.61
55.51667	23.61
55.53333	23.62
55.55000	23.62
55.56667	23.62
55.58333	23.62
55.60000	23.62
55.61667	23.62
55.63333	23.62
55.65000	23.62
55.66667	23.62
55.68333	23.63
55.70000	23.63
55.71667	23.63
55.73333	23.63
55.75000	23.63
55.76667	23.63
55.78333	23.63
55.80000	23.63
55.81667	23.63
55.83333	23.63
55.85000	23.63
55.86667	23.63
55.88333	23.63
55.90000	23.63
55.91667	23.63
55.93333	23.63
55.95000	23.63
55.96667	23.63
55.98333	23.63
56.00000	23.63
56.01667	23.63
56.03333	23.63
56.05000	23.63
56.06667	23.63
56.08333	23.63
56.10000	23.63
56.11667	23.63
56.13333	23.63
56.15000	23.61
56.16667	23.61
56.18333	23.61
56.20000	23.61
56.21667	23.61
56.23333	23.61
56.25000	23.61
56.26667	23.61
56.28333	23.61
56.30000	23.61
56.31667	23.61
56.33333	23.61
56.35000	23.60
56.36667	23.60
56.38333	23.60
56.40000	23.60
56.41667	23.60
56.43333	23.60
56.45000	23.60
56.46667	23.60
56.48333	23.60
56.50000	23.60
56.51667	23.60
56.53333	23.61
56.55000	23.61
56.56667	23.61
56.58333	23.61
56.60000	23.61
56.61667	23.61
56.63333	23.61
56.65000	23.61
56.66667	23.61
56.68333	23.63
56.70000	23.63
56.71667	23.63
56.73333	23.63
56.75000	23.63
56.76667	23.63
56.78333	23.63
56.80000	23.63
56.81667	23.63
56.83333	23.65
56.85000	23.65
56.86667	23.65
56.88333	23.65
56.90000	23.65
56.91667	23.65
56.93333	23.65
56.95000	23.65
56.96667	23.65
56.98333	23.66
57.00000	23.66
57.01667	23.66
57.03333	23.66
57.05000	23.66
57.06667	23.66
57.08333	23.66
57.10000	23.66
57.11667	23.66
57.13333	23.66
57.15000	23.67
57.16667	23.67
57.18333	23.67
57.20000	23.67
57.21667	23.67
57.23333	23.67
57.25000	23.67
57.26667	23.67
57.28333	23.67
57.30000	23.67
57.31667	23.67
57.33333	23.67
57.35000	23.66
57.36667	23.66
57.38333	23.66
57.40000	23.66
57.41667	23.66
57.43333	23.66
57.45000	23.66
57.46667	23.66
57.48333	23.66
57.50000	23.66
57.51667	23.65
57.53333	23.65
57.55000	23.65
57.56667	23.65
57.58333	23.65
57.60000	23.65
57.61667	23.65
57.63333	23.65
57.65000	23.65
57.66667	23.65
57.68333	23.65
57.70000	23.65
57.71667	23.65
57.73333	23.65
57.75000	23.65
57.76667	23.65
57.78333	23.65
57.80000	23.65
57.81667	23.65
57.83333	23.65
57.85000	23.65
57.86667	23.65
57.88333	23.65
57.90000	23.65
57.91667	23.65
57.93333	23.65
57.95000	23.65
57.96667	23.66
57.98333	23.66
58.00000	23.66
58.01667	23.66
58.03333	23.66
58.05000	23.66
58.06667	23.66
58.08333	23.66
58.10000	23.66
58.11667	23.66
58.13333	23.67
58.15000	23.67
58.16667	23.67
58.18333	23.67
58.20000	23.67
58.21667	23.67
58.23333	23.67
58.25000	23.67
58.26667	23.67
58.28333	23.67
58.30000	23.67
58.31667	23.67
58.33333	23.67
58.35000	23.67
58.36667	23.67
58.38333	23.67
58.40000	23.67
58.41667	23.67
58.43333	23.67
58.45000	23.67
58.46667	23.67
58.48333	23.67
58.50000	23.67
58.51667	23.65
58.53333	23.65
58.55000	23.65
58.56667	23.65
58.58333	23.65
58.60000	23.65
58.61667	23.65
58.63333	23.65
58.65000	23.65
58.66667	23.66
58.68333	23.66
58.70000	23.66
58.71667	23.66
58.73333	23.66
58.75000	23.66
58.76667	23.66
58.78333	23.66
58.80000	23.66
58.81667	23.65
58.83333	23.65
58.85000	23.65
58.86667	23.65
58.88333	23.65
58.90000	23.65
58.91667	23.65
58.93333	23.65
58.95000	23.65
58.96667	23.69
58.98333	23.69
59.00000	23.69
59.01667	23.69
59.03333	23.69
59.05000	23.69
59.06667	23.69
59.08333	23.69
59.10000	23.69
59.11667	23.69
59.13333	23.69
59.15000	23.69
59.16667	23.69
59.18333	23.69
59.20000	23.69
59.21667	23.69
59.23333	23.69
59.25000	23.69
59.26667	23.69
59.28333	23.69
59.30000	23.69
59.31667	23.69
59.33333	23.69
59.35000	23.69
59.36667	23.69
59.38333	23.69
59.40000	23.69
59.41667	23.69
59.43333	23.69
59.45000	23.69
59.46667	23.69
59.48333	23.69
59.50000	23.69
59.51667	23.70
59.53333	23.70
59.55000	23.70
59.56667	23.70
59.58333	23.70
59.60000	23.70
59.61667	23.70
59.63333	23.70
59.65000	23.70
59.66667	23.70
59.68333	23.70
59.70000	23.70
59.71667	23.70
59.73333	23.70
59.75000	23.70
59.76667	23.70
59.78333	23.70
59.80000	23.70
59.81667	23.67
59.83333	23.67
59.85000	23.67
59.86667	23.67
59.88333	23.67
59.90000	23.67
59.91667	23.67
59.93333	23.67
59.95000	23.67
59.96667	23.63
59.98333	23.63
60.00000	23.63
60.01667	23.63
60.03333	23.63
60.05000	23.63
60.06667	23.63
60.08333	23.63
60.10000	23.63
60.11667	23.63
60.13333	23.63
60.15000	23.60
60.16667	23.60
60.18333	23.60
60.20000	23.60
60.21667	23.60
60.23333	23.60
60.25000	23.60
60.26667	23.60
60.28333	23.60
60.30000	23.60
60.31667	23.60
60.33333	23.60
60.35000	23.60
60.36667	23.56
60.38333	23.56
60.40000	23.56
60.41667	23.56
60.43333	23.56
60.45000	23.56
60.46667	23.56
60.48333	23.56
60.50000	23.56
60.51667	23.53
60.53333	23.53
60.55000	23.53
60.56667	23.53
60.58333	23.53
60.60000	23.53
60.61667	23.53
60.63333	23.53
60.65000	23.53
60.66667	23.49
60.68333	23.49
60.70000	23.49
60.71667	23.49
60.73333	23.49
60.75000	23.49
60.76667	23.49
60.78333	23.49
60.80000	23.49
60.81667	23.45
60.83333	23.45
60.85000	23.45
60.86667	23.45
60.88333	23.45
60.90000	23.45
60.91667	23.45
60.93333	23.45
60.95000	23.45
60.96667	23.44
60.98333	23.44
61.00000	23.44
61.01667	23.44
61.03333	23.44
61.05000	23.44
61.06667	23.44
61.08333	23.44
61.10000	23.44
61.11667	23.44
61.13333	23.44
61.15000	23.41
61.16667	23.41
61.18333	23.41
61.20000	23.41
61.21667	23.41
61.23333	23.41
61.25000	23.41
61.26667	23.41
61.28333	23.41
61.30000	23.41
61.31667	23.41
61.33333	23.41
61.35000	23.41
61.36667	23.31
61.38333	23.31
61.40000	23.31
61.41667	23.31
61.43333	23.31
61.45000	23.31
61.46667	23.31
61.48333	23.31
61.50000	23.31
61.51667	23.28
61.53333	23.28
61.55000	23.28
61.56667	23.28
61.58333	23.28
61.60000	23.28
61.61667	23.28
61.63333	23.28
61.65000	23.28
61.66667	23.21
61.68333	23.21
61.70000	23.21
61.71667	23.21
61.73333	23.21
61.75000	23.21
61.76667	23.21
61.78333	23.21
61.80000	23.21
61.81667	23.14
61.83333	23.14
61.85000	23.14
61.86667	23.14
61.88333	23.14
61.90000	23.14
61.91667	23.14
61.93333	23.14
61.95000	23.14
61.96667	23.14
61.98333	23.07
62.00000	23.07
62.01667	23.07
62.03333	23.07
62.05000	23.07
62.06667	23.07
62.08333	23.07
62.10000	23.07
62.11667	23.07
62.13333	23.07
62.15000	23.07
62.16667	23.00
62.18333	23.00
62.20000	23.00
62.21667	23.00
62.23333	23.00
62.25000	23.00
62.26667	23.00
62.28333	23.00
62.30000	23.00
62.31667	23.00
62.33333	23.00
62.35000	22.92
62.36667	22.92
62.38333	22.92
62.40000	22.92
62.41667	22.92
62.43333	22.92
62.45000	22.92
62.46667	22.92
62.48333	22.92
62.50000	22.86
62.51667	22.86
62.53333	22.86
62.55000	22.86
62.56667	22.86
62.58333	22.86
62.60000	22.86
62.61667	22.86
62.63333	22.86
62.65000	22.81
62.66667	22.81
62.68333	22.81
62.70000	22.81
62.71667	22.81
62.73333	22.81
62.75000	22.81
62.76667	22.81
62.78333	22.81
62.80000	22.77
62.81667	22.77
62.83333	22.77
62.85000	22.77
62.86667	22.77
62.88333	22.77
62.90000	22.77
62.91667	22.77
62.93333	22.77
62.95000	22.77
62.96667	22.70
62.98333	22.70
63.00000	22.70
63.01667	22.70
63.03333	22.70
63.05000	22.70
63.06667	22.70
63.08333	22.70
63.10000	22.70
63.11667	22.70
63.13333	22.70
63.15000	22.67
63.16667	22.67
63.18333	22.67
63.20000	22.67
63.21667	22.67
63.23333	22.67
63.25000	22.67
63.26667	22.67
63.28333	22.67
63.30000	22.67
63.31667	22.67
63.33333	22.62
63.35000	22.62
63.36667	22.62
63.38333	22.62
63.40000	22.62
63.41667	22.62
63.43333	22.62
63.45000	22.62
63.46667	22.62
63.48333	22.58
63.50000	22.58
63.51667	22.58
63.53333	22.58
63.55000	22.58
63.56667	22.58
63.58333	22.58
63.60000	22.58
63.61667	22.58
63.63333	22.55
63.65000	22.55
63.66667	22.55
63.68333	22.55
63.70000	22.55
63.71667	22.55
63.73333	22.55
63.75000	22.55
63.76667	22.55
63.78333	22.51
63.80000	22.51
63.81667	22.51
63.83333	22.51
63.85000	22.51
63.86667	22.51
63.88333	22.51
63.90000	22.51
63.91667	22.51
63.93333	22.46
63.95000	22.46
63.96667	22.46
63.98333	22.46
64.00000	22.46
64.01667	22.46
64.03333	22.46
64.05000	22.46
64.06667	22.46
64.08333	22.46
64.10000	22.46
64.11667	22.41
64.13333	22.41
64.15000	22.41
64.16667	22.41
64.18333	22.41
64.20000	22.41
64.21667	22.41
64.23333	22.41
64.25000	22.41
64.26667	22.41
64.28333	22.41
64.30000	22.41
64.31667	22.41
64.33333	22.33
64.35000	22.33
64.36667	22.33
64.38333	22.33
64.40000	22.33
64.41667	22.33
64.43333	22.33
64.45000	22.33
64.46667	22.33
64.48333	22.29
64.50000	22.29
64.51667	22.29
64.53333	22.29
64.55000	22.29
64.56667	22.29
64.58333	22.29
64.60000	22.29
64.61667	22.29
64.63333	22.24
64.65000	22.24
64.66667	22.24
64.68333	22.24
64.70000	22.24
64.71667	22.24
64.73333	22.24
64.75000	22.24
64.76667	22.24
64.78333	22.19
64.80000	22.19
64.81667	22.19
64.83333	22.19
64.85000	22.19
64.86667	22.19
64.88333	22.19
64.90000	22.19
64.91667	22.19
64.93333	22.19
64.95000	22.17
64.96667	22.17
64.98333	22.17
65.00000	22.17
65.01667	22.17
65.03333	22.17
65.05000	22.17
65.06667	22.17
65.08333	22.17
65.10000	22.17
65.11667	22.17
65.13333	22.17
65.15000	22.17
65.16667	22.12
65.18333	22.12
65.20000	22.12
65.21667	22.12
65.23333	22.12
65.25000	22.12
65.26667	22.12
65.28333	22.12
65.30000	22.12
65.31667	22.12
65.33333	22.12
65.35000	22.12
65.36667	22.13
65.38333	22.13
65.40000	22.13
65.41667	22.13
65.43333	22.13
65.45000	22.13
65.46667	22.13
65.48333	22.13
65.50000	22.13
65.51667	22.13
65.53333	22.11
65.55000	22.11
65.56667	22.11
65.58333	22.11
65.60000	22.11
65.61667	22.11
65.63333	22.11
65.65000	22.11
65.66667	22.11
65.68333	22.09
65.70000	22.09
65.71667	22.09
65.73333	22.09
65.75000	22.09
65.76667	22.09
65.78333	22.09
65.80000	22.09
65.81667	22.09
65.83333	22.09
65.85000	22.08
65.86667	22.08
65.88333	22.08
65.90000	22.08
65.91667	22.08
65.93333	22.08
65.95000	22.08
65.96667	22.08
65.98333	22.08
66.00000	22.08
66.01667	22.06
66.03333	22.06
66.05000	22.06
66.06667	22.06
66.08333	22.06
66.10000	22.06
66.11667	22.06
66.13333	22.06
66.15000	22.06
66.16667	22.06
66.18333	22.06
66.20000	22.06
66.21667	22.06
66.23333	22.02
66.25000	22.02
66.26667	22.02
66.28333	22.02
66.30000	22.02
66.31667	22.02
66.33333	22.02
66.35000	22.02
66.36667	22.02
66.38333	22.02
66.40000	22.01
66.41667	22.01
66.43333	22.01
66.45000	22.01
66.46667	22.01
66.48333	22.01
66.50000	22.01
66.51667	22.01
66.53333	22.01
66.55000	22.00
66.56667	22.00
66.58333	22.00
66.60000	22.00
66.61667	22.00
66.63333	22.00
66.65000	22.00
66.66667	22.00
66.68333	22.00
66.70000	21.97
66.71667	21.97
66.73333	21.97
66.75000	21.97
66.76667	21.97
66.78333	21.97
66.80000	21.97
66.81667	21.97
66.83333	21.97
66.85000	21.97
66.86667	21.97
66.88333	21.97
66.90000	21.97
66.91667	21.97
66.93333	21.97
66.95000	21.97
66.96667	21.97
66.98333	21.97
67.00000	21.97
67.01667	21.97
67.03333	21.95
67.05000	21.95
67.06667	21.95
67.08333	21.95
67.10000	21.95
67.11667	21.95
67.13333	21.95
67.15000	21.95
67.16667	21.95
67.18333	21.95
67.20000	21.95
67.21667	21.95
67.23333	21.95
67.25000	21.93
67.26667	21.93
67.28333	21.93
67.30000	21.93
67.31667	21.93
67.33333	21.93
67.35000	21.93
67.36667	21.93
67.38333	21.93
67.40000	21.88
67.41667	21.88
67.43333	21.88
67.45000	21.88
67.46667	21.88
67.48333	21.88
67.50000	21.88
67.51667	21.88
67.53333	21.88
67.55000	21.84
67.56667	21.84
67.58333	21.84
67.60000	21.84
67.61667	21.84
67.63333	21.84
67.65000	21.84
67.66667	21.84
67.68333	21.84
67.70000	21.84
67.71667	21.81
67.73333	21.81
67.75000	21.81
67.76667	21.81
67.78333	21.81
67.80000	21.81
67.81667	21.81
67.83333	21.81
67.85000	21.81
67.86667	21.78
67.88333	21.78
67.90000	21.78
67.91667	21.78
67.93333	21.78
67.95000	21.78
67.96667	21.78
67.98333	21.78
68.00000	21.78
68.01667	21.78
68.03333	21.78
68.05000	21.76
68.06667	21.76
68.08333	21.76
68.10000	21.76
68.11667	21.76
68.13333	21.76
68.15000	21.76
68.16667	21.76
68.18333	21.76
68.20000	21.76
68.21667	21.76
68.23333	21.76
68.25000	21.76
68.26667	21.76
68.28333	21.72
68.30000	21.72
68.31667	21.72
68.33333	21.72
68.35000	21.72
68.36667	21.72
68.38333	21.72
68.40000	21.72
68.41667	21.72
68.43333	21.72
68.45000	21.70
68.46667	21.70
68.48333	21.70
68.50000	21.70
68.51667	21.70
68.53333	21.70
68.55000	21.70
68.56667	21.70
68.58333	21.70
68.60000	21.66
68.61667	21.66
68.63333	21.66
68.65000	21.66
68.66667	21.66
68.68333	21.66
68.70000	21.66
68.71667	21.66
68.73333	21.66
68.75000	21.66
68.76667	21.64
68.78333	21.64
68.80000	21.64
68.81667	21.64
68.83333	21.64
68.85000	21.64
68.86667	21.64
68.88333	21.64
68.90000	21.64
68.91667	21.64
68.93333	21.65
68.95000	21.65
68.96667	21.65
68.98333	21.65
69.00000	21.65
69.01667	21.65
69.03333	21.65
69.05000	21.65
69.06667	21.65
69.08333	21.65
69.10000	21.65
69.11667	21.65
69.13333	21.65
69.15000	21.68
69.16667	21.68
69.18333	21.68
69.20000	21.68
69.21667	21.68
69.23333	21.68
69.25000	21.68
69.26667	21.68
69.28333	21.68
69.30000	21.68
69.31667	21.68
69.33333	21.71
69.35000	21.71
69.36667	21.71
69.38333	21.71
69.40000	21.71
69.41667	21.71
69.43333	21.71
69.45000	21.71
69.46667	21.71
69.48333	21.71
69.50000	21.72
69.51667	21.72
69.53333	21.72
69.55000	21.72
69.56667	21.72
69.58333	21.72
69.60000	21.72
69.61667	21.72
69.63333	21.72
69.65000	21.73
69.66667	21.73
69.68333	21.73
69.70000	21.73
69.71667	21.73
69.73333	21.73
69.75000	21.73
69.76667	21.73
69.78333	21.73
69.80000	21.74
69.81667	21.74
69.83333	21.74
69.85000	21.74
69.86667	21.74
69.88333	21.74
69.90000	21.74
69.91667	21.74
69.93333	21.74
69.95000	21.74
69.96667	21.74
69.98333	21.75
70.00000	21.75
70.01667	21.75
70.03333	21.75
70.05000	21.75
70.06667	21.75
70.08333	21.75
70.10000	21.75
70.11667	21.75
70.13333	21.75
70.15000	21.75
70.16667	21.75
70.18333	21.75
70.20000	21.75
70.21667	21.82
70.23333	21.82
70.25000	21.82
70.26667	21.82
70.28333	21.82
70.30000	21.82
70.31667	21.82
70.33333	21.82
70.35000	21.82
70.36667	21.82
70.38333	21.82
70.40000	21.82
70.41667	21.82
70.43333	21.82
70.45000	21.82
70.46667	21.82
70.48333	21.82
70.50000	21.82
70.51667	21.82
70.53333	21.82
70.55000	21.82
70.56667	21.82
70.58333	21.82
70.60000	21.82
70.61667	21.82
70.63333	21.82
70.65000	21.82
70.66667	21.82
70.68333	21.82
70.70000	21.82
70.71667	21.79
70.73333	21.79
70.75000	21.79
70.76667	21.79
70.78333	21.79
70.80000	21.79
70.81667	21.79
70.83333	21.79
70.85000	21.79
70.86667	21.79
70.88333	21.75
70.90000	21.75
70.91667	21.75
70.93333	21.75
70.95000	21.75
70.96667	21.75
70.98333	21.75
71.00000	21.75
71.01667	21.75
71.03333	21.75
71.05000	21.75
71.06667	21.75
71.08333	21.75
71.10000	21.71
71.11667	21.71
71.13333	21.71
71.15000	21.71
71.16667	21.71
71.18333	21.71
71.20000	21.71
71.21667	21.71
71.23333	21.71
71.25000	21.71
71.26667	21.71
71.28333	21.71
71.30000	21.66
71.31667	21.66
71.33333	21.66
71.35000	21.66
71.36667	21.66
71.38333	21.66
71.40000	21.66
71.41667	21.66
71.43333	21.66
71.45000	21.66
71.46667	21.62
71.48333	21.62
71.50000	21.62
71.51667	21.62
71.53333	21.62
71.55000	21.62
71.56667	21.62
71.58333	21.62
71.60000	21.62
71.61667	21.62
71.63333	21.62
71.65000	21.62
71.66667	21.62
71.68333	21.62
71.70000	21.62
71.71667	21.62
71.73333	21.62
71.75000	21.62
71.76667	21.62
71.78333	21.62
71.80000	21.62
71.81667	21.59
71.83333	21.59
71.85000	21.59
71.86667	21.59
71.88333	21.59
71.90000	21.59
71.91667	21.59
71.93333	21.59
71.95000	21.59
71.96667	21.59
71.98333	21.59
72.00000	21.59
72.01667	21.57
72.03333	21.57
72.05000	21.57
72.06667	21.57
72.08333	21.57
72.10000	21.57
72.11667	21.57
72.13333	21.57
72.15000	21.57
72.16667	21.57
72.18333	21.57
72.20000	21.57
72.21667	21.57
72.23333	21.57
72.25000	21.57
72.26667	21.59
72.28333	21.59
72.30000	21.59
72.31667	21.59
72.33333	21.59
72.35000	21.59
72.36667	21.59
72.38333	21.59
72.40000	21.59
72.41667	21.59
72.43333	21.59
72.45000	21.61
72.46667	21.61
72.48333	21.61
72.50000	21.61
72.51667	21.61
72.53333	21.61
72.55000	21.61
72.56667	21.61
72.58333	21.61
72.60000	21.61
72.61667	21.61
72.63333	21.60
72.65000	21.60
72.66667	21.60
72.68333	21.60
72.70000	21.60
72.71667	21.60
72.73333	21.60
72.75000	21.60
72.76667	21.60
72.78333	21.60
72.80000	21.57
72.81667	21.57
72.83333	21.57
72.85000	21.57
72.86667	21.57
72.88333	21.57
72.90000	21.57
72.91667	21.57
72.93333	21.57
72.95000	21.57
72.96667	21.57
72.98333	21.57
73.00000	21.57
73.01667	21.57
73.03333	21.57
73.05000	21.57
73.06667	21.57
73.08333	21.57
73.10000	21.57
73.11667	21.57
73.13333	21.57
73.15000	21.57
73.16667	21.57
73.18333	21.57
73.20000	21.57
73.21667	21.57
73.23333	21.57
73.25000	21.57
73.26667	21.57
73.28333	21.57
73.30000	21.57
73.31667	21.57
73.33333	21.57
73.35000	21.57
73.36667	21.57
73.38333	21.57
73.40000	21.57
73.41667	21.58
73.43333	21.58
73.45000	21.58
73.46667	21.58
73.48333	21.58
73.50000	21.58
73.51667	21.58
73.53333	21.58
73.55000	21.58
73.56667	21.58
73.58333	21.58
73.60000	21.58
73.61667	21.58
73.63333	21.58
73.65000	21.58
73.66667	21.58
73.68333	21.58
73.70000	21.58
73.71667	21.58
73.73333	21.59
73.75000	21.59
73.76667	21.59
73.78333	21.59
73.80000	21.59
73.81667	21.59
73.83333	21.59
73.85000	21.59
73.86667	21.59
73.88333	21.59
73.90000	21.60
73.91667	21.60
73.93333	21.60
73.95000	21.60
73.96667	21.60
73.98333	21.60
74.00000	21.60
74.01667	21.60
74.03333	21.60
74.05000	21.60
74.06667	21.60
74.08333	21.60
74.10000	21.60
74.11667	21.60
74.13333	21.57
74.15000	21.57
74.16667	21.57
74.18333	21.57
74.20000	21.57
74.21667	21.57
74.23333	21.57
74.25000	21.57
74.26667	21.57
74.28333	21.57
74.30000	21.54
74.31667	21.54
74.33333	21.54
74.35000	21.54
74.36667	21.54
74.38333	21.54
74.40000	21.54
74.41667	21.54
74.43333	21.54
74.45000	21.54
74.46667	21.54
74.48333	21.54
74.50000	21.54
74.51667	21.54
74.53333	21.54
74.55000	21.54
74.56667	21.54
74.58333	21.54
74.60000	21.54
74.61667	21.53
74.63333	21.53
74.65000	21.53
74.66667	21.53
74.68333	21.53
74.70000	21.53
74.71667	21.53
74.73333	21.53
74.75000	21.53
74.76667	21.53
74.78333	21.53
74.80000	21.53
74.81667	21.53
74.83333	21.53
74.85000	21.53
74.86667	21.53
74.88333	21.53
74.90000	21.53
74.91667	21.53
74.93333	21.53
74.95000	21.53
74.96667	21.53
74.98333	21.53
75.00000	21.53
75.01667	21.53
75.03333	21.53
75.05000	21.53
75.06667	21.53
75.08333	21.53
75.10000	21.53
75.11667	21.53
75.13333	21.53
75.15000	21.53
75.16667	21.53
75.18333	21.51
75.20000	21.51
75.21667	21.51
75.23333	21.51
75.25000	21.51
75.26667	21.51
75.28333	21.51
75.30000	21.51
75.31667	21.51
75.33333	21.51
75.35000	21.52
75.36667	21.52
75.38333	21.52
75.40000	21.52
75.41667	21.52
75.43333	21.52
75.45000	21.52
75.46667	21.52
75.48333	21.52
75.50000	21.52
75.51667	21.52
75.53333	21.53
75.55000	21.53
75.56667	21.53
75.58333	21.53
75.60000	21.53
75.61667	21.53
75.63333	21.53
75.65000	21.53
75.66667	21.53
75.68333	21.53
75.70000	21.53
75.71667	21.55
75.73333	21.55
75.75000	21.55
75.76667	21.55
75.78333	21.55
75.80000	21.55
75.81667	21.55
75.83333	21.55
75.85000	21.55
75.86667	21.55
75.88333	21.55
75.90000	21.55
75.91667	21.55
75.93333	21.55
75.95000	21.55
75.96667	21.55
75.98333	21.55
76.00000	21.55
76.01667	21.55
76.03333	21.55
76.05000	21.55
76.06667	21.55
76.08333	21.55
76.10000	21.55
76.11667	21.55
76.13333	21.55
76.15000	21.55
76.16667	21.55
76.18333	21.55
76.20000	21.57
76.21667	21.57
76.23333	21.57
76.25000	21.57
76.26667	21.57
76.28333	21.57
76.30000	21.57
76.31667	21.57
76.33333	21.57
76.35000	21.57
76.36667	21.57
76.38333	21.57
76.40000	21.57
76.41667	21.57
76.43333	21.57
76.45000	21.57
76.46667	21.57
76.48333	21.57
76.50000	21.57
76.51667	21.57
76.53333	21.57
76.55000	21.57
76.56667	21.54
76.58333	21.54
76.60000	21.54
76.61667	21.54
76.63333	21.54
76.65000	21.54
76.66667	21.54
76.68333	21.54
76.70000	21.54
76.71667	21.54
76.73333	21.54
76.75000	21.54
76.76667	21.53
76.78333	21.53
76.80000	21.53
76.81667	21.53
76.83333	21.53
76.85000	21.53
76.86667	21.53
